alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version
ALT-002056,BSCM-000230,Koramangala,2024-04-27 11:00:00,Voltage Sag,Low,0.5514,Resolved,0.0,INS-0010,2024-05-01T16:00:00,Phase cut,TheftDetect-v2.1
ALT-002057,BSCM-000064,BTM Layout,2023-04-26 06:00:00,Energy Theft,Medium,0.8525,Open,244.54,,,,TheftDetect-v2.1
ALT-002058,BSCM-000434,Yelahanka,2023-07-13 01:00:00,Phase Imbalance,Medium,0.6778,Investigating,0.0,INS-0009,,,TheftDetect-v3.0
ALT-002059,BSCM-000121,Indiranagar,2024-09-11 10:00:00,PF Degradation,Low,0.6292,Resolved,0.0,INS-0017,2024-09-14T03:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002060,BSCM-000190,Jayanagar,2023-06-12 23:00:00,Reverse Energy,Low,0.6146,Open,0.0,,,,TheftDetect-v3.0
ALT-002061,BSCM-000097,Whitefield,2024-05-22 00:00:00,PF Degradation,High,0.9068,Resolved,0.0,INS-0012,2024-05-25T22:00:00,Meter bypass,TheftDetect-v3.0
ALT-002062,BSCM-000045,Hebbal,2024-10-29 11:00:00,Reverse Energy,Medium,0.9824,Resolved,0.0,INS-0014,2024-11-02T15:00:00,External surge,TheftDetect-v2.1
ALT-002063,BSCM-000120,Rajajinagar,2023-12-28 18:00:00,Phase Imbalance,High,0.9836,Investigating,0.0,INS-0015,,,TheftDetect-v3.0
ALT-002064,BSCM-000345,Rajajinagar,2023-01-15 21:00:00,Overcurrent,Medium,0.9174,Resolved,0.0,INS-0018,2023-01-19T11:00:00,Meter bypass,TheftDetect-v2.1
ALT-002065,BSCM-000112,Jayanagar,2023-01-24 12:00:00,Reverse Energy,Low,0.7151,False Positive,0.0,INS-0012,,,TheftDetect-v3.0
ALT-002066,BSCM-000432,Electronic City,2024-11-07 18:00:00,Communication Loss,Low,0.9054,Resolved,0.0,INS-0002,2024-11-12T03:00:00,Faulty firmware,Ensemble-v1
ALT-002067,BSCM-000303,Yelahanka,2024-04-30 23:00:00,Voltage Sag,Low,0.9768,Open,0.0,,,,TheftDetect-v2.1
ALT-002068,BSCM-000079,Jayanagar,2024-05-01 21:00:00,Meter Tamper,Medium,0.9082,Resolved,0.0,INS-0012,2024-05-04T15:00:00,External surge,TheftDetect-v3.0
ALT-002069,BSCM-000036,Marathahalli,2023-09-20 00:00:00,Meter Tamper,Low,0.5826,False Positive,0.0,INS-0020,,,Ensemble-v1
ALT-002070,BSCM-000170,BTM Layout,2024-01-16 10:00:00,Reverse Energy,Critical,0.8529,Resolved,0.0,INS-0008,2024-01-20T08:00:00,,TheftDetect-v3.0
ALT-002071,BSCM-000007,Jayanagar,2023-04-27 00:00:00,Meter Tamper,Medium,0.6998,False Positive,0.0,INS-0017,,,TheftDetect-v3.0
ALT-002072,BSCM-000376,BTM Layout,2024-03-23 19:00:00,Energy Theft,Low,0.9246,Resolved,135.25,INS-0017,2024-03-24T13:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002073,BSCM-000284,Hebbal,2023-11-01 01:00:00,Overcurrent,Medium,0.9063,Resolved,0.0,INS-0003,2023-11-03T12:00:00,Rodent damage,TheftDetect-v2.1
ALT-002074,BSCM-000221,Yelahanka,2023-12-14 17:00:00,Phase Imbalance,High,0.7112,Investigating,0.0,INS-0018,,,TheftDetect-v2.1
ALT-002075,BSCM-000292,Electronic City,2023-02-14 13:00:00,Voltage Sag,Low,0.8836,Resolved,0.0,INS-0005,2023-02-17T11:00:00,Meter bypass,TheftDetect-v2.1
ALT-002076,BSCM-000131,Koramangala,2023-10-20 14:00:00,Reverse Energy,Low,0.6624,Investigating,0.0,INS-0020,,,TheftDetect-v3.0
ALT-002077,BSCM-000453,Electronic City,2023-09-06 04:00:00,Overcurrent,Critical,0.8881,Open,0.0,,,,TheftDetect-v2.1
ALT-002078,BSCM-000070,Whitefield,2023-06-12 00:00:00,Reverse Energy,Low,0.5845,False Positive,0.0,INS-0019,,,Ensemble-v1
ALT-002079,BSCM-000355,Indiranagar,2024-06-04 10:00:00,Phase Imbalance,High,0.8958,Investigating,0.0,INS-0018,,,TheftDetect-v3.0
ALT-002080,BSCM-000470,Koramangala,2023-01-15 02:00:00,PF Degradation,Low,0.7815,Resolved,0.0,INS-0019,2023-01-16T15:00:00,Line fault,Ensemble-v1
ALT-002081,BSCM-000329,Jayanagar,2023-01-01 19:00:00,Reverse Energy,Medium,0.6848,Resolved,0.0,INS-0016,2023-01-01T21:00:00,,Ensemble-v1
ALT-002082,BSCM-000264,BTM Layout,2023-11-22 23:00:00,Phase Imbalance,Low,0.7792,Investigating,0.0,INS-0005,,,Ensemble-v1
ALT-002083,BSCM-000337,Marathahalli,2024-03-25 03:00:00,PF Degradation,Low,0.9548,Resolved,0.0,INS-0019,2024-03-25T20:00:00,Line fault,TheftDetect-v2.1
ALT-002084,BSCM-000041,Electronic City,2024-11-07 18:00:00,Phase Imbalance,High,0.8965,Resolved,0.0,INS-0012,2024-11-10T23:00:00,Meter bypass,TheftDetect-v3.0
ALT-002085,BSCM-000228,Indiranagar,2023-02-16 15:00:00,Overcurrent,Critical,0.8965,Open,0.0,,,,TheftDetect-v2.1
ALT-002086,BSCM-000355,Indiranagar,2023-09-22 07:00:00,Energy Theft,Low,0.9246,False Positive,445.23,INS-0010,,,Ensemble-v1
ALT-002087,BSCM-000292,Electronic City,2024-10-01 20:00:00,Reverse Energy,Low,0.7072,Investigating,0.0,INS-0010,,,TheftDetect-v2.1
ALT-002088,BSCM-000176,Hebbal,2023-05-26 14:00:00,Energy Theft,Low,0.9651,Resolved,304.57,INS-0009,2023-05-27T20:00:00,Line fault,TheftDetect-v3.0
ALT-002089,BSCM-000046,Hebbal,2023-12-06 22:00:00,Meter Tamper,High,0.9248,Open,0.0,,,,TheftDetect-v3.0
ALT-002090,BSCM-000226,Hebbal,2024-05-04 11:00:00,Meter Tamper,Medium,0.7612,Resolved,0.0,INS-0019,2024-05-05T12:00:00,Line fault,TheftDetect-v3.0
ALT-002091,BSCM-000479,Marathahalli,2023-06-17 01:00:00,Reverse Energy,High,0.9539,Open,0.0,,,,Ensemble-v1
ALT-002092,BSCM-000489,Koramangala,2024-01-11 03:00:00,Energy Theft,Low,0.5799,Resolved,450.87,INS-0010,2024-01-14T01:00:00,Line fault,TheftDetect-v2.1
ALT-002093,BSCM-000303,Yelahanka,2023-02-01 16:00:00,Meter Tamper,High,0.6871,Resolved,0.0,INS-0002,2023-02-05T23:00:00,External surge,TheftDetect-v2.1
ALT-002094,BSCM-000132,BTM Layout,2023-11-20 15:00:00,Overcurrent,Critical,0.8809,Resolved,0.0,INS-0009,2023-11-21T06:00:00,Meter bypass,TheftDetect-v3.0
ALT-002095,BSCM-000307,Indiranagar,2023-08-02 18:00:00,Energy Theft,High,0.575,Resolved,8.7,INS-0008,2023-08-07T04:00:00,Line fault,TheftDetect-v2.1
ALT-002096,BSCM-000172,Jayanagar,2023-10-20 20:00:00,Phase Imbalance,Medium,0.9852,Resolved,0.0,INS-0008,2023-10-21T23:00:00,Rodent damage,TheftDetect-v2.1
ALT-002097,BSCM-000314,Marathahalli,2023-09-21 11:00:00,Meter Tamper,High,0.7716,Open,0.0,,,,TheftDetect-v2.1
ALT-002098,BSCM-000250,Rajajinagar,2023-09-26 13:00:00,Phase Imbalance,High,0.6239,Open,0.0,,,,Ensemble-v1
ALT-002099,BSCM-000487,Marathahalli,2024-07-09 12:00:00,Reverse Energy,Medium,0.8874,Open,0.0,,,,TheftDetect-v2.1
ALT-002100,BSCM-000247,Electronic City,2023-05-04 03:00:00,Phase Imbalance,High,0.9299,Investigating,0.0,INS-0016,,,Ensemble-v1
ALT-002101,BSCM-000402,Rajajinagar,2023-04-15 22:00:00,Overcurrent,Low,0.7126,Open,0.0,,,,TheftDetect-v3.0
ALT-002102,BSCM-000022,Whitefield,2024-12-06 17:00:00,Reverse Energy,Low,0.8451,Resolved,0.0,INS-0008,2024-12-07T10:00:00,External surge,TheftDetect-v2.1
ALT-002103,BSCM-000433,Indiranagar,2023-06-26 12:00:00,Energy Theft,High,0.6972,Investigating,394.13,INS-0002,,,Ensemble-v1
ALT-002104,BSCM-000386,Hebbal,2023-10-26 01:00:00,PF Degradation,Low,0.7274,Resolved,0.0,INS-0011,2023-10-29T13:00:00,Phase cut,TheftDetect-v2.1
ALT-002105,BSCM-000391,Yelahanka,2023-06-26 00:00:00,Meter Tamper,Medium,0.8496,Open,0.0,,,,Ensemble-v1
ALT-002106,BSCM-000210,Yelahanka,2024-06-22 18:00:00,Phase Imbalance,Medium,0.5576,Resolved,0.0,INS-0004,2024-06-24T18:00:00,,TheftDetect-v3.0
ALT-002107,BSCM-000142,BTM Layout,2023-04-25 19:00:00,PF Degradation,Low,0.7721,Investigating,0.0,INS-0013,,,Ensemble-v1
ALT-002108,BSCM-000140,Koramangala,2023-06-20 13:00:00,Communication Loss,Low,0.7352,False Positive,0.0,INS-0007,,,TheftDetect-v2.1
ALT-002109,BSCM-000007,Jayanagar,2023-10-12 01:00:00,Meter Tamper,Low,0.9139,Open,0.0,,,,TheftDetect-v2.1
ALT-002110,BSCM-000426,Koramangala,2023-03-04 12:00:00,PF Degradation,Medium,0.6369,Investigating,0.0,INS-0004,,,TheftDetect-v2.1
ALT-002111,BSCM-000343,Marathahalli,2023-07-18 01:00:00,Voltage Sag,Medium,0.6045,False Positive,0.0,INS-0019,,,TheftDetect-v3.0
ALT-002112,BSCM-000198,Whitefield,2023-05-29 06:00:00,Reverse Energy,Medium,0.8453,Resolved,0.0,INS-0002,2023-05-31T07:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002113,BSCM-000204,Rajajinagar,2023-07-19 01:00:00,Communication Loss,Low,0.5672,Resolved,0.0,INS-0003,2023-07-21T17:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002114,BSCM-000235,Whitefield,2023-06-28 21:00:00,Phase Imbalance,Critical,0.9535,Resolved,0.0,INS-0008,2023-07-01T09:00:00,External surge,Ensemble-v1
ALT-002115,BSCM-000215,Electronic City,2024-09-19 23:00:00,Energy Theft,Low,0.6271,False Positive,222.77,INS-0008,,,TheftDetect-v3.0
ALT-002116,BSCM-000424,BTM Layout,2023-06-14 16:00:00,Phase Imbalance,Low,0.9115,Resolved,0.0,INS-0015,2023-06-16T19:00:00,Phase cut,Ensemble-v1
ALT-002117,BSCM-000395,Yelahanka,2023-11-19 21:00:00,Phase Imbalance,High,0.7515,Open,0.0,,,,Ensemble-v1
ALT-002118,BSCM-000423,Yelahanka,2023-05-12 19:00:00,Meter Tamper,Medium,0.8084,Resolved,0.0,INS-0015,2023-05-16T13:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002119,BSCM-000067,Electronic City,2024-08-31 05:00:00,Overcurrent,High,0.755,Resolved,0.0,INS-0005,2024-09-03T19:00:00,Meter bypass,TheftDetect-v2.1
ALT-002120,BSCM-000480,Marathahalli,2024-06-12 09:00:00,Energy Theft,High,0.7828,Investigating,176.05,INS-0015,,,TheftDetect-v2.1
ALT-002121,BSCM-000272,Whitefield,2023-05-22 08:00:00,Energy Theft,Low,0.7724,Resolved,308.17,INS-0006,2023-05-26T14:00:00,Meter bypass,Ensemble-v1
ALT-002122,BSCM-000366,BTM Layout,2024-04-26 10:00:00,Phase Imbalance,High,0.7202,Open,0.0,,,,Ensemble-v1
ALT-002123,BSCM-000195,Koramangala,2023-05-15 19:00:00,Meter Tamper,Medium,0.6659,Resolved,0.0,INS-0020,2023-05-18T19:00:00,Line fault,TheftDetect-v3.0
ALT-002124,BSCM-000181,Marathahalli,2024-03-18 00:00:00,Energy Theft,Critical,0.8618,Resolved,475.4,INS-0007,2024-03-19T06:00:00,,Ensemble-v1
ALT-002125,BSCM-000436,Rajajinagar,2024-07-18 05:00:00,Meter Tamper,Medium,0.8596,Resolved,0.0,INS-0015,2024-07-19T23:00:00,Phase cut,TheftDetect-v2.1
ALT-002126,BSCM-000055,Jayanagar,2023-09-17 06:00:00,Meter Tamper,High,0.9379,Resolved,0.0,INS-0013,2023-09-21T07:00:00,External surge,TheftDetect-v3.0
ALT-002127,BSCM-000456,Whitefield,2023-12-23 02:00:00,Phase Imbalance,Medium,0.8109,Open,0.0,,,,Ensemble-v1
ALT-002128,BSCM-000014,BTM Layout,2024-06-23 00:00:00,Phase Imbalance,Medium,0.9359,Resolved,0.0,INS-0012,2024-06-25T12:00:00,Meter bypass,TheftDetect-v3.0
ALT-002129,BSCM-000327,Electronic City,2023-12-11 03:00:00,Reverse Energy,Low,0.6866,False Positive,0.0,INS-0019,,,TheftDetect-v2.1
ALT-002130,BSCM-000128,Jayanagar,2023-03-31 05:00:00,Phase Imbalance,Low,0.5549,False Positive,0.0,INS-0006,,,TheftDetect-v2.1
ALT-002131,BSCM-000323,Indiranagar,2023-04-15 07:00:00,PF Degradation,Low,0.9683,Resolved,0.0,INS-0020,2023-04-15T11:00:00,Phase cut,TheftDetect-v3.0
ALT-002132,BSCM-000338,Rajajinagar,2023-12-13 23:00:00,Meter Tamper,Critical,0.8216,Open,0.0,,,,TheftDetect-v3.0
ALT-002133,BSCM-000269,Indiranagar,2024-04-23 23:00:00,PF Degradation,Medium,0.8139,Open,0.0,,,,TheftDetect-v3.0
ALT-002134,BSCM-000210,Yelahanka,2023-08-09 11:00:00,Voltage Sag,Low,0.8033,Open,0.0,,,,TheftDetect-v3.0
ALT-002135,BSCM-000167,Jayanagar,2024-07-23 22:00:00,Communication Loss,Medium,0.6382,Resolved,0.0,INS-0003,2024-07-25T16:00:00,External surge,TheftDetect-v3.0
ALT-002136,BSCM-000409,Jayanagar,2023-06-16 04:00:00,Reverse Energy,Medium,0.6416,Open,0.0,,,,Ensemble-v1
ALT-002137,BSCM-000302,Rajajinagar,2023-08-10 04:00:00,Voltage Sag,Medium,0.6842,Open,0.0,,,,TheftDetect-v3.0
ALT-002138,BSCM-000405,Yelahanka,2024-08-29 16:00:00,Voltage Sag,High,0.8334,Investigating,0.0,INS-0007,,,TheftDetect-v3.0
ALT-002139,BSCM-000380,Whitefield,2023-10-27 05:00:00,Voltage Sag,Low,0.8332,Resolved,0.0,INS-0015,2023-10-31T20:00:00,Meter bypass,TheftDetect-v2.1
ALT-002140,BSCM-000083,Electronic City,2023-05-22 05:00:00,Meter Tamper,High,0.6686,Resolved,0.0,INS-0005,2023-05-22T10:00:00,Rodent damage,TheftDetect-v2.1
ALT-002141,BSCM-000185,Whitefield,2023-06-20 10:00:00,Phase Imbalance,Low,0.7626,Open,0.0,,,,TheftDetect-v3.0
ALT-002142,BSCM-000018,Marathahalli,2024-04-14 06:00:00,Communication Loss,Medium,0.582,Resolved,0.0,INS-0010,2024-04-18T02:00:00,Phase cut,TheftDetect-v3.0
ALT-002143,BSCM-000007,Jayanagar,2024-04-27 13:00:00,Overcurrent,High,0.9663,Open,0.0,,,,Ensemble-v1
ALT-002144,BSCM-000432,Electronic City,2024-02-01 03:00:00,Phase Imbalance,Medium,0.698,False Positive,0.0,INS-0019,,,Ensemble-v1
ALT-002145,BSCM-000153,Indiranagar,2024-02-18 11:00:00,Phase Imbalance,Critical,0.946,False Positive,0.0,INS-0002,,,TheftDetect-v2.1
ALT-002146,BSCM-000395,Yelahanka,2023-05-03 00:00:00,Energy Theft,Medium,0.6063,Resolved,381.39,INS-0019,2023-05-06T08:00:00,Phase cut,TheftDetect-v2.1
ALT-002147,BSCM-000087,Jayanagar,2023-01-05 17:00:00,PF Degradation,Low,0.8193,Open,0.0,,,,TheftDetect-v2.1
ALT-002148,BSCM-000440,Whitefield,2023-04-13 07:00:00,Overcurrent,Critical,0.8623,Resolved,0.0,INS-0014,2023-04-13T09:00:00,External surge,Ensemble-v1
ALT-002149,BSCM-000058,Whitefield,2024-04-12 18:00:00,Energy Theft,High,0.5788,Resolved,381.41,INS-0017,2024-04-16T09:00:00,Line fault,Ensemble-v1
ALT-002150,BSCM-000346,Electronic City,2023-02-08 21:00:00,Energy Theft,Medium,0.8555,Resolved,421.79,INS-0019,2023-02-10T23:00:00,Rodent damage,TheftDetect-v3.0
ALT-002151,BSCM-000218,Rajajinagar,2023-01-15 00:00:00,Reverse Energy,Medium,0.8384,Open,0.0,,,,Ensemble-v1
ALT-002152,BSCM-000291,Indiranagar,2024-10-23 08:00:00,PF Degradation,Low,0.778,Investigating,0.0,INS-0005,,,TheftDetect-v3.0
ALT-002153,BSCM-000110,Hebbal,2023-01-25 02:00:00,Energy Theft,Medium,0.6659,Investigating,319.62,INS-0016,,,TheftDetect-v3.0
ALT-002154,BSCM-000062,Marathahalli,2024-10-09 01:00:00,Phase Imbalance,High,0.88,Investigating,0.0,INS-0005,,,TheftDetect-v2.1
ALT-002155,BSCM-000490,Marathahalli,2024-03-06 08:00:00,Reverse Energy,Medium,0.5644,False Positive,0.0,INS-0016,,,Ensemble-v1
ALT-002156,BSCM-000444,Koramangala,2023-12-31 05:00:00,Phase Imbalance,Critical,0.6041,Open,0.0,,,,Ensemble-v1
ALT-002157,BSCM-000212,Hebbal,2023-10-24 20:00:00,Energy Theft,Medium,0.5978,Resolved,455.97,INS-0003,2023-10-27T15:00:00,Meter bypass,Ensemble-v1
ALT-002158,BSCM-000149,Whitefield,2024-01-13 12:00:00,Meter Tamper,High,0.6567,Resolved,0.0,INS-0015,2024-01-13T20:00:00,Rodent damage,TheftDetect-v2.1
ALT-002159,BSCM-000155,Jayanagar,2023-04-09 11:00:00,Communication Loss,Medium,0.978,Resolved,0.0,INS-0015,2023-04-11T14:00:00,Rodent damage,TheftDetect-v2.1
ALT-002160,BSCM-000033,Jayanagar,2023-10-11 10:00:00,Reverse Energy,High,0.9391,Resolved,0.0,INS-0009,2023-10-14T06:00:00,Meter bypass,TheftDetect-v2.1
ALT-002161,BSCM-000229,Electronic City,2024-01-23 14:00:00,Meter Tamper,Medium,0.8823,Open,0.0,,,,Ensemble-v1
ALT-002162,BSCM-000480,Marathahalli,2024-05-07 06:00:00,Phase Imbalance,Low,0.8332,False Positive,0.0,INS-0017,,,TheftDetect-v3.0
ALT-002163,BSCM-000496,Indiranagar,2024-12-08 10:00:00,Communication Loss,Medium,0.5953,Investigating,0.0,INS-0017,,,TheftDetect-v3.0
ALT-002164,BSCM-000248,Rajajinagar,2024-12-17 22:00:00,Reverse Energy,Low,0.852,Open,0.0,,,,Ensemble-v1
ALT-002165,BSCM-000213,Electronic City,2023-01-05 05:00:00,Phase Imbalance,High,0.883,False Positive,0.0,INS-0009,,,TheftDetect-v3.0
ALT-002166,BSCM-000231,Rajajinagar,2024-06-17 11:00:00,Overcurrent,Low,0.7526,False Positive,0.0,INS-0012,,,Ensemble-v1
ALT-002167,BSCM-000204,Rajajinagar,2024-06-09 17:00:00,Overcurrent,Low,0.8021,Open,0.0,,,,Ensemble-v1
ALT-002168,BSCM-000267,BTM Layout,2024-06-06 13:00:00,Energy Theft,High,0.6095,False Positive,473.14,INS-0009,,,TheftDetect-v3.0
ALT-002169,BSCM-000491,Indiranagar,2023-01-01 00:00:00,PF Degradation,Medium,0.8747,Investigating,0.0,INS-0014,,,Ensemble-v1
ALT-002170,BSCM-000435,Marathahalli,2024-12-01 11:00:00,Reverse Energy,High,0.5601,Open,0.0,,,,TheftDetect-v3.0
ALT-002171,BSCM-000380,Whitefield,2024-10-07 12:00:00,Phase Imbalance,Low,0.9673,Open,0.0,,,,Ensemble-v1
ALT-002172,BSCM-000315,Whitefield,2024-01-16 04:00:00,Phase Imbalance,Critical,0.7861,Resolved,0.0,INS-0008,2024-01-20T14:00:00,Line fault,TheftDetect-v2.1
ALT-002173,BSCM-000167,Jayanagar,2023-10-09 10:00:00,Meter Tamper,Low,0.9588,Open,0.0,,,,TheftDetect-v3.0
ALT-002174,BSCM-000385,Indiranagar,2024-12-22 21:00:00,Energy Theft,Medium,0.6766,Resolved,489.5,INS-0011,2024-12-24T18:00:00,External surge,Ensemble-v1
ALT-002175,BSCM-000184,Yelahanka,2023-08-08 17:00:00,Reverse Energy,Medium,0.9569,False Positive,0.0,INS-0001,,,TheftDetect-v3.0
ALT-002176,BSCM-000398,Whitefield,2023-07-27 00:00:00,PF Degradation,Medium,0.6346,False Positive,0.0,INS-0002,,,TheftDetect-v2.1
ALT-002177,BSCM-000268,Koramangala,2024-01-02 17:00:00,Reverse Energy,Medium,0.7024,Resolved,0.0,INS-0019,2024-01-04T00:00:00,Rodent damage,Ensemble-v1
ALT-002178,BSCM-000497,Marathahalli,2023-03-20 21:00:00,Phase Imbalance,Medium,0.6862,Resolved,0.0,INS-0003,2023-03-23T09:00:00,,TheftDetect-v2.1
ALT-002179,BSCM-000302,Rajajinagar,2023-02-14 14:00:00,Reverse Energy,Medium,0.6444,Resolved,0.0,INS-0019,2023-02-16T15:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002180,BSCM-000220,Marathahalli,2023-12-19 03:00:00,Voltage Sag,Low,0.956,Open,0.0,,,,Ensemble-v1
ALT-002181,BSCM-000378,Koramangala,2024-08-01 12:00:00,Voltage Sag,Medium,0.9214,Resolved,0.0,INS-0018,2024-08-04T21:00:00,External surge,TheftDetect-v2.1
ALT-002182,BSCM-000055,Jayanagar,2023-02-13 05:00:00,Meter Tamper,Critical,0.5552,Resolved,0.0,INS-0013,2023-02-15T13:00:00,,Ensemble-v1
ALT-002183,BSCM-000124,Jayanagar,2023-10-30 18:00:00,Phase Imbalance,Medium,0.786,Investigating,0.0,INS-0006,,,Ensemble-v1
ALT-002184,BSCM-000222,Marathahalli,2024-03-23 10:00:00,Energy Theft,High,0.9038,Investigating,383.71,INS-0018,,,TheftDetect-v2.1
ALT-002185,BSCM-000128,Jayanagar,2023-04-15 03:00:00,Overcurrent,Medium,0.5845,Investigating,0.0,INS-0004,,,Ensemble-v1
ALT-002186,BSCM-000368,Rajajinagar,2024-10-23 04:00:00,Meter Tamper,Low,0.9487,Resolved,0.0,INS-0018,2024-10-27T13:00:00,External surge,Ensemble-v1
ALT-002187,BSCM-000356,Rajajinagar,2023-06-09 16:00:00,PF Degradation,High,0.5616,Resolved,0.0,INS-0011,2023-06-12T05:00:00,Rodent damage,TheftDetect-v3.0
ALT-002188,BSCM-000173,Jayanagar,2023-07-04 18:00:00,Voltage Sag,Low,0.621,Resolved,0.0,INS-0018,2023-07-08T08:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002189,BSCM-000008,Electronic City,2023-10-28 10:00:00,PF Degradation,Critical,0.8,Open,0.0,,,,Ensemble-v1
ALT-002190,BSCM-000408,Marathahalli,2023-04-24 22:00:00,Voltage Sag,Medium,0.6185,Resolved,0.0,INS-0020,2023-04-25T15:00:00,External surge,Ensemble-v1
ALT-002191,BSCM-000032,Yelahanka,2023-11-22 18:00:00,Phase Imbalance,High,0.6871,Investigating,0.0,INS-0007,,,TheftDetect-v2.1
ALT-002192,BSCM-000472,Whitefield,2024-09-16 01:00:00,Phase Imbalance,High,0.8658,Resolved,0.0,INS-0018,2024-09-19T04:00:00,Phase cut,TheftDetect-v2.1
ALT-002193,BSCM-000457,Marathahalli,2024-11-03 20:00:00,Communication Loss,Critical,0.939,Resolved,0.0,INS-0008,2024-11-06T17:00:00,,Ensemble-v1
ALT-002194,BSCM-000325,Marathahalli,2024-04-02 13:00:00,Phase Imbalance,Medium,0.711,Resolved,0.0,INS-0006,2024-04-07T07:00:00,Meter bypass,TheftDetect-v2.1
ALT-002195,BSCM-000341,Whitefield,2023-06-08 02:00:00,Reverse Energy,Medium,0.8301,Investigating,0.0,INS-0004,,,TheftDetect-v2.1
ALT-002196,BSCM-000396,Electronic City,2023-05-26 02:00:00,Energy Theft,Medium,0.5834,Investigating,329.97,INS-0001,,,Ensemble-v1
ALT-002197,BSCM-000111,Koramangala,2024-09-05 17:00:00,Voltage Sag,Low,0.608,Resolved,0.0,INS-0014,2024-09-06T07:00:00,Line fault,TheftDetect-v3.0
ALT-002198,BSCM-000058,Whitefield,2023-07-03 07:00:00,Voltage Sag,Medium,0.9795,Resolved,0.0,INS-0016,2023-07-08T05:00:00,Rodent damage,TheftDetect-v3.0
ALT-002199,BSCM-000417,Yelahanka,2023-05-15 16:00:00,Reverse Energy,Low,0.7687,Open,0.0,,,,TheftDetect-v3.0
ALT-002200,BSCM-000450,Yelahanka,2024-10-31 13:00:00,Voltage Sag,High,0.5688,Investigating,0.0,INS-0010,,,TheftDetect-v2.1
ALT-002201,BSCM-000343,Marathahalli,2024-06-20 14:00:00,Phase Imbalance,High,0.7362,Resolved,0.0,INS-0014,2024-06-23T16:00:00,External surge,TheftDetect-v3.0
ALT-002202,BSCM-000455,Indiranagar,2024-08-28 12:00:00,Overcurrent,Medium,0.8824,Resolved,0.0,INS-0016,2024-08-29T15:00:00,,Ensemble-v1
ALT-002203,BSCM-000157,Indiranagar,2023-06-04 18:00:00,PF Degradation,Medium,0.8874,Open,0.0,,,,TheftDetect-v3.0
ALT-002204,BSCM-000328,Electronic City,2023-02-16 11:00:00,Voltage Sag,Medium,0.7722,False Positive,0.0,INS-0016,,,Ensemble-v1
ALT-002205,BSCM-000360,Rajajinagar,2023-10-19 17:00:00,PF Degradation,High,0.9525,False Positive,0.0,INS-0018,,,Ensemble-v1
ALT-002206,BSCM-000326,Jayanagar,2023-12-21 08:00:00,Voltage Sag,High,0.7466,Investigating,0.0,INS-0008,,,Ensemble-v1
ALT-002207,BSCM-000439,Indiranagar,2024-08-16 08:00:00,Meter Tamper,Medium,0.903,Open,0.0,,,,Ensemble-v1
ALT-002208,BSCM-000430,Whitefield,2023-01-10 06:00:00,Communication Loss,Low,0.6295,Open,0.0,,,,TheftDetect-v2.1
ALT-002209,BSCM-000406,Whitefield,2023-03-19 19:00:00,Reverse Energy,Low,0.6888,Open,0.0,,,,TheftDetect-v2.1
ALT-002210,BSCM-000117,Indiranagar,2024-03-14 04:00:00,Meter Tamper,Medium,0.6301,Resolved,0.0,INS-0020,2024-03-17T15:00:00,Rodent damage,TheftDetect-v2.1
ALT-002211,BSCM-000141,Whitefield,2023-12-28 19:00:00,Energy Theft,Medium,0.5513,Open,224.28,,,,TheftDetect-v3.0
ALT-002212,BSCM-000070,Whitefield,2023-10-31 16:00:00,Phase Imbalance,High,0.6249,False Positive,0.0,INS-0006,,,Ensemble-v1
ALT-002213,BSCM-000124,Jayanagar,2023-01-02 23:00:00,Overcurrent,Low,0.948,Resolved,0.0,INS-0011,2023-01-05T18:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002214,BSCM-000216,Electronic City,2023-05-22 11:00:00,Reverse Energy,Medium,0.9679,False Positive,0.0,INS-0019,,,TheftDetect-v2.1
ALT-002215,BSCM-000390,BTM Layout,2024-11-22 04:00:00,Overcurrent,Low,0.9652,Resolved,0.0,INS-0015,2024-11-26T08:00:00,Faulty firmware,TheftDetect-v3.0
ALT-002216,BSCM-000107,Hebbal,2024-08-22 06:00:00,PF Degradation,Low,0.8118,Resolved,0.0,INS-0006,2024-08-23T11:00:00,Faulty firmware,TheftDetect-v2.1
ALT-002217,BSCM-000112,Jayanagar,2024-05-09 08:00:00,Overcurrent,Medium,0.7607,Resolved,0.0,INS-0006,2024-05-13T12:00:00,,TheftDetect-v2.1
ALT-002218,BSCM-000191,Yelahanka,2024-06-30 15:00:00,Meter Tamper,Medium,0.9563,Open,0.0,,,,TheftDetect-v2.1
ALT-002219,BSCM-000316,Yelahanka,2024-07-22 02:00:00,Energy Theft,Low,0.7885,Open,263.45,,,,Ensemble-v1
ALT-002220,BSCM-000080,Marathahalli,2024-02-06 02:00:00,Reverse Energy,Medium,0.9701,Resolved,0.0,INS-0008,2024-02-10T01:00:00,Rodent damage,Ensemble-v1
