dq_id,meter_id,zone,date,expected_readings,received_readings,missing_readings,completeness_pct,null_values,out_of_range_values,duplicate_readings,avg_latency_ms,comms_failures,quality_score
DQ-0006779,BSCM-000226,Hebbal,2024-02-29,24,24,0,100.0,0,2,0,835.0,2,0.8384
DQ-0006780,BSCM-000226,Hebbal,2024-11-20,24,24,0,100.0,0,0,0,600.1,3,0.8263
DQ-0006781,BSCM-000227,Rajajinagar,2023-03-11,24,24,0,100.0,0,1,0,2296.5,1,0.8986
DQ-0006782,BSCM-000227,Rajajinagar,2024-10-04,24,18,6,75.0,6,0,0,2308.1,4,0.684
DQ-0006783,BSCM-000227,Rajajinagar,2024-02-06,24,24,0,100.0,0,0,0,1780.2,5,0.8774
DQ-0006784,BSCM-000227,Rajajinagar,2023-01-12,24,24,0,100.0,0,2,0,669.8,4,0.8709
DQ-0006785,BSCM-000227,Rajajinagar,2024-09-22,24,24,0,100.0,0,1,0,1972.9,0,0.8035
DQ-0006786,BSCM-000227,Rajajinagar,2023-10-05,24,23,1,95.83,1,2,0,961.9,1,0.8404
DQ-0006787,BSCM-000227,Rajajinagar,2024-12-24,24,23,1,95.83,1,2,0,2159.1,0,0.8065
DQ-0006788,BSCM-000227,Rajajinagar,2023-07-11,24,24,0,100.0,0,2,0,1152.6,5,0.8661
DQ-0006789,BSCM-000227,Rajajinagar,2023-09-16,24,24,0,100.0,0,0,0,1163.8,0,0.9136
DQ-0006790,BSCM-000227,Rajajinagar,2023-08-22,24,24,0,100.0,0,2,0,1507.0,4,0.9334
DQ-0006791,BSCM-000227,Rajajinagar,2024-10-06,24,24,0,100.0,0,0,0,1376.0,4,0.9661
DQ-0006792,BSCM-000227,Rajajinagar,2023-05-10,24,24,0,100.0,0,1,0,1476.4,0,0.9377
DQ-0006793,BSCM-000227,Rajajinagar,2024-07-08,24,24,0,100.0,0,0,0,2394.7,1,0.8691
DQ-0006794,BSCM-000227,Rajajinagar,2024-08-20,24,24,0,100.0,0,0,0,2321.2,5,0.9775
DQ-0006795,BSCM-000227,Rajajinagar,2023-11-13,24,24,0,100.0,0,1,0,91.8,3,0.8024
DQ-0006796,BSCM-000227,Rajajinagar,2023-06-02,24,24,0,100.0,0,1,0,1238.8,1,0.8001
DQ-0006797,BSCM-000227,Rajajinagar,2024-09-27,24,23,1,95.83,0,0,0,1746.5,0,0.937
DQ-0006798,BSCM-000227,Rajajinagar,2023-05-24,24,24,0,100.0,0,2,1,1974.1,1,0.8613
DQ-0006799,BSCM-000227,Rajajinagar,2024-06-21,24,23,1,95.83,0,2,0,569.3,0,0.8717
DQ-0006800,BSCM-000227,Rajajinagar,2023-08-29,24,24,0,100.0,0,0,0,952.8,1,0.8408
DQ-0006801,BSCM-000227,Rajajinagar,2024-04-21,24,24,0,100.0,0,2,0,1724.8,1,0.8959
DQ-0006802,BSCM-000227,Rajajinagar,2023-01-07,24,20,4,83.33,4,2,0,484.5,5,0.9049
DQ-0006803,BSCM-000227,Rajajinagar,2024-08-18,24,24,0,100.0,0,0,0,666.5,2,0.8471
DQ-0006804,BSCM-000227,Rajajinagar,2023-11-12,24,24,0,100.0,0,1,0,1574.6,0,0.9079
DQ-0006805,BSCM-000227,Rajajinagar,2024-03-25,24,24,0,100.0,0,0,0,1235.9,3,0.8585
DQ-0006806,BSCM-000227,Rajajinagar,2024-10-28,24,24,0,100.0,0,1,0,1517.5,3,0.8958
DQ-0006807,BSCM-000227,Rajajinagar,2024-09-23,24,24,0,100.0,0,1,0,2434.4,2,0.9172
DQ-0006808,BSCM-000227,Rajajinagar,2024-12-05,24,24,0,100.0,0,2,0,722.0,1,0.9717
DQ-0006809,BSCM-000227,Rajajinagar,2024-02-29,24,24,0,100.0,0,1,0,762.7,1,0.8385
DQ-0006810,BSCM-000227,Rajajinagar,2024-11-20,24,24,0,100.0,0,2,0,2165.2,3,0.9251
DQ-0006811,BSCM-000228,Indiranagar,2023-03-11,24,24,0,100.0,0,1,0,2412.1,0,0.8971
DQ-0006812,BSCM-000228,Indiranagar,2024-10-04,24,24,0,100.0,0,2,0,1828.1,2,0.9015
DQ-0006813,BSCM-000228,Indiranagar,2024-02-06,24,24,0,100.0,0,1,0,1792.3,2,0.8349
DQ-0006814,BSCM-000228,Indiranagar,2023-01-12,24,24,0,100.0,0,1,0,2051.0,0,0.8572
DQ-0006815,BSCM-000228,Indiranagar,2024-09-22,24,24,0,100.0,0,0,0,331.1,5,0.9088
DQ-0006816,BSCM-000228,Indiranagar,2023-10-05,24,24,0,100.0,0,2,0,169.8,4,0.8103
DQ-0006817,BSCM-000228,Indiranagar,2024-12-24,24,23,1,95.83,0,2,0,1214.6,2,0.8032
DQ-0006818,BSCM-000228,Indiranagar,2023-07-11,24,23,1,95.83,0,1,0,808.0,0,0.8916
DQ-0006819,BSCM-000228,Indiranagar,2023-09-16,24,22,2,91.67,2,1,0,2146.4,2,0.9603
DQ-0006820,BSCM-000228,Indiranagar,2023-08-22,24,20,4,83.33,2,0,0,1632.0,2,0.9811
DQ-0006821,BSCM-000228,Indiranagar,2024-10-06,24,22,2,91.67,0,0,0,1109.3,3,0.9855
DQ-0006822,BSCM-000228,Indiranagar,2023-05-10,24,24,0,100.0,0,2,0,545.2,1,0.8991
DQ-0006823,BSCM-000228,Indiranagar,2024-07-08,24,24,0,100.0,0,1,0,960.3,3,0.8322
DQ-0006824,BSCM-000228,Indiranagar,2024-08-20,24,21,3,87.5,2,1,1,148.9,3,0.8417
DQ-0006825,BSCM-000228,Indiranagar,2023-11-13,24,23,1,95.83,1,1,0,1969.6,2,0.8904
DQ-0006826,BSCM-000228,Indiranagar,2023-06-02,24,24,0,100.0,0,0,0,1257.7,2,0.8322
DQ-0006827,BSCM-000228,Indiranagar,2024-09-27,24,24,0,100.0,0,1,0,2451.2,5,0.8877
DQ-0006828,BSCM-000228,Indiranagar,2023-05-24,24,24,0,100.0,0,2,0,1910.1,5,0.9057
DQ-0006829,BSCM-000228,Indiranagar,2024-06-21,24,24,0,100.0,0,2,0,1077.0,3,0.832
DQ-0006830,BSCM-000228,Indiranagar,2023-08-29,24,24,0,100.0,0,0,0,2171.4,5,0.9099
DQ-0006831,BSCM-000228,Indiranagar,2024-04-21,24,24,0,100.0,0,2,0,2104.7,1,0.8952
DQ-0006832,BSCM-000228,Indiranagar,2023-01-07,24,24,0,100.0,0,0,0,1017.0,4,0.98
DQ-0006833,BSCM-000228,Indiranagar,2024-08-18,24,18,6,75.0,3,2,0,2050.1,4,0.6716
DQ-0006834,BSCM-000228,Indiranagar,2023-11-12,24,24,0,100.0,0,1,0,418.3,0,0.8486
DQ-0006835,BSCM-000228,Indiranagar,2024-03-25,24,24,0,100.0,0,2,0,1264.3,4,0.8293
DQ-0006836,BSCM-000228,Indiranagar,2024-10-28,24,24,0,100.0,0,1,0,782.2,1,0.9287
DQ-0006837,BSCM-000228,Indiranagar,2024-09-23,24,24,0,100.0,0,2,0,334.5,1,0.8329
DQ-0006838,BSCM-000228,Indiranagar,2024-12-05,24,12,12,50.0,11,1,0,1787.0,3,0.8694
DQ-0006839,BSCM-000228,Indiranagar,2024-02-29,24,24,0,100.0,0,2,0,2283.7,2,0.8831
DQ-0006840,BSCM-000228,Indiranagar,2024-11-20,24,22,2,91.67,1,1,0,1686.9,3,0.934
DQ-0006841,BSCM-000229,Electronic City,2023-03-11,24,24,0,100.0,0,0,0,472.3,3,0.9405
DQ-0006842,BSCM-000229,Electronic City,2024-10-04,24,24,0,100.0,0,1,0,441.0,4,0.8897
DQ-0006843,BSCM-000229,Electronic City,2024-02-06,24,24,0,100.0,0,0,0,2013.3,3,0.9427
DQ-0006844,BSCM-000229,Electronic City,2023-01-12,24,24,0,100.0,0,1,0,1854.9,0,0.8101
DQ-0006845,BSCM-000229,Electronic City,2024-09-22,24,24,0,100.0,0,0,0,1442.9,2,0.8693
DQ-0006846,BSCM-000229,Electronic City,2023-10-05,24,24,0,100.0,0,0,1,1467.9,1,0.9443
DQ-0006847,BSCM-000229,Electronic City,2024-12-24,24,23,1,95.83,0,0,0,331.4,3,0.8071
DQ-0006848,BSCM-000229,Electronic City,2023-07-11,24,24,0,100.0,0,0,0,325.8,3,0.9893
DQ-0006849,BSCM-000229,Electronic City,2023-09-16,24,24,0,100.0,0,2,0,471.9,2,0.9499
DQ-0006850,BSCM-000229,Electronic City,2023-08-22,24,24,0,100.0,0,2,0,235.5,5,0.8348
DQ-0006851,BSCM-000229,Electronic City,2024-10-06,24,21,3,87.5,0,1,0,1332.4,2,0.9983
DQ-0006852,BSCM-000229,Electronic City,2023-05-10,24,24,0,100.0,0,0,0,796.4,5,0.9405
DQ-0006853,BSCM-000229,Electronic City,2024-07-08,24,24,0,100.0,0,0,1,823.3,2,0.9776
DQ-0006854,BSCM-000229,Electronic City,2024-08-20,24,23,1,95.83,0,1,0,1749.4,4,0.8102
DQ-0006855,BSCM-000229,Electronic City,2023-11-13,24,24,0,100.0,0,0,0,2048.0,3,0.8086
DQ-0006856,BSCM-000229,Electronic City,2023-06-02,24,20,4,83.33,4,2,0,1321.1,1,0.815
DQ-0006857,BSCM-000229,Electronic City,2024-09-27,24,24,0,100.0,0,2,0,1691.1,3,0.8402
DQ-0006858,BSCM-000229,Electronic City,2023-05-24,24,24,0,100.0,0,0,0,1709.7,4,0.812
DQ-0006859,BSCM-000229,Electronic City,2024-06-21,24,24,0,100.0,0,2,0,2304.1,2,0.8665
DQ-0006860,BSCM-000229,Electronic City,2023-08-29,24,24,0,100.0,0,1,0,1123.7,0,0.9829
DQ-0006861,BSCM-000229,Electronic City,2024-04-21,24,21,3,87.5,0,0,0,1196.3,5,0.9474
DQ-0006862,BSCM-000229,Electronic City,2023-01-07,24,21,3,87.5,1,2,0,268.9,2,0.8259
DQ-0006863,BSCM-000229,Electronic City,2024-08-18,24,21,3,87.5,3,2,0,1228.3,4,0.9167
DQ-0006864,BSCM-000229,Electronic City,2023-11-12,24,24,0,100.0,0,2,0,1865.3,3,0.8277
DQ-0006865,BSCM-000229,Electronic City,2024-03-25,24,22,2,91.67,1,0,0,2314.9,3,0.8235
DQ-0006866,BSCM-000229,Electronic City,2024-10-28,24,21,3,87.5,2,1,1,2225.3,1,0.9444
DQ-0006867,BSCM-000229,Electronic City,2024-09-23,24,22,2,91.67,0,1,0,1541.4,5,0.9471
DQ-0006868,BSCM-000229,Electronic City,2024-12-05,24,20,4,83.33,0,0,0,1785.8,3,0.9162
DQ-0006869,BSCM-000229,Electronic City,2024-02-29,24,24,0,100.0,0,0,0,106.9,3,0.9178
DQ-0006870,BSCM-000229,Electronic City,2024-11-20,24,20,4,83.33,4,2,0,1763.0,2,0.9174
DQ-0006871,BSCM-000230,Koramangala,2023-03-11,24,24,0,100.0,0,1,0,1269.2,0,0.979
DQ-0006872,BSCM-000230,Koramangala,2024-10-04,24,24,0,100.0,0,1,0,1478.8,4,0.82
DQ-0006873,BSCM-000230,Koramangala,2024-02-06,24,21,3,87.5,0,0,1,1631.1,3,0.9602
DQ-0006874,BSCM-000230,Koramangala,2023-01-12,24,23,1,95.83,1,0,0,1487.6,0,0.9334
DQ-0006875,BSCM-000230,Koramangala,2024-09-22,24,24,0,100.0,0,1,0,378.5,2,0.8993
DQ-0006876,BSCM-000230,Koramangala,2023-10-05,24,22,2,91.67,2,1,0,2089.0,3,0.8036
DQ-0006877,BSCM-000230,Koramangala,2024-12-24,24,21,3,87.5,1,0,0,608.9,0,0.8604
DQ-0006878,BSCM-000230,Koramangala,2023-07-11,24,24,0,100.0,0,1,0,1407.1,3,0.8354
DQ-0006879,BSCM-000230,Koramangala,2023-09-16,24,24,0,100.0,0,0,0,1634.8,4,0.8333
DQ-0006880,BSCM-000230,Koramangala,2023-08-22,24,24,0,100.0,0,2,0,1550.1,2,0.8664
DQ-0006881,BSCM-000230,Koramangala,2024-10-06,24,24,0,100.0,0,2,0,173.4,5,0.9177
DQ-0006882,BSCM-000230,Koramangala,2023-05-10,24,22,2,91.67,0,0,0,1884.6,4,0.8095
DQ-0006883,BSCM-000230,Koramangala,2024-07-08,24,24,0,100.0,0,2,0,1979.8,0,0.9098
DQ-0006884,BSCM-000230,Koramangala,2024-08-20,24,24,0,100.0,0,1,0,91.2,5,0.8251
DQ-0006885,BSCM-000230,Koramangala,2023-11-13,24,24,0,100.0,0,0,0,1807.2,1,0.8672
DQ-0006886,BSCM-000230,Koramangala,2023-06-02,24,20,4,83.33,4,1,0,760.0,0,0.8427
DQ-0006887,BSCM-000230,Koramangala,2024-09-27,24,24,0,100.0,0,2,0,223.9,3,0.9183
DQ-0006888,BSCM-000230,Koramangala,2023-05-24,24,24,0,100.0,0,1,0,1627.9,0,0.9984
DQ-0006889,BSCM-000230,Koramangala,2024-06-21,24,24,0,100.0,0,2,0,233.8,5,0.8986
DQ-0006890,BSCM-000230,Koramangala,2023-08-29,24,22,2,91.67,1,1,0,113.2,0,0.8295
DQ-0006891,BSCM-000230,Koramangala,2024-04-21,24,24,0,100.0,0,2,0,411.5,1,0.883
DQ-0006892,BSCM-000230,Koramangala,2023-01-07,24,24,0,100.0,0,2,1,956.8,0,0.979
DQ-0006893,BSCM-000230,Koramangala,2024-08-18,24,24,0,100.0,0,0,0,405.0,2,0.9328
DQ-0006894,BSCM-000230,Koramangala,2023-11-12,24,24,0,100.0,0,2,0,2175.3,2,0.8242
DQ-0006895,BSCM-000230,Koramangala,2024-03-25,24,24,0,100.0,0,1,0,2005.4,5,0.9254
DQ-0006896,BSCM-000230,Koramangala,2024-10-28,24,22,2,91.67,2,0,0,1427.4,1,0.8979
DQ-0006897,BSCM-000230,Koramangala,2024-09-23,24,24,0,100.0,0,2,0,407.6,1,0.8559
DQ-0006898,BSCM-000230,Koramangala,2024-12-05,24,24,0,100.0,0,1,0,180.9,4,0.977
DQ-0006899,BSCM-000230,Koramangala,2024-02-29,24,24,0,100.0,0,1,0,1615.6,1,0.889
DQ-0006900,BSCM-000230,Koramangala,2024-11-20,24,23,1,95.83,0,2,0,1372.8,0,0.9288
DQ-0006901,BSCM-000231,Rajajinagar,2023-03-11,24,12,12,50.0,7,2,0,1311.5,3,0.907
DQ-0006902,BSCM-000231,Rajajinagar,2024-10-04,24,23,1,95.83,1,0,0,1661.7,5,0.9946
DQ-0006903,BSCM-000231,Rajajinagar,2024-02-06,24,24,0,100.0,0,2,0,2375.2,0,0.9271
DQ-0006904,BSCM-000231,Rajajinagar,2023-01-12,24,24,0,100.0,0,2,0,549.0,5,0.8526
DQ-0006905,BSCM-000231,Rajajinagar,2024-09-22,24,24,0,100.0,0,0,0,1200.5,4,0.9592
DQ-0006906,BSCM-000231,Rajajinagar,2023-10-05,24,24,0,100.0,0,1,0,481.8,2,0.9587
DQ-0006907,BSCM-000231,Rajajinagar,2024-12-24,24,24,0,100.0,0,0,0,1604.3,4,0.9771
DQ-0006908,BSCM-000231,Rajajinagar,2023-07-11,24,23,1,95.83,0,1,0,315.7,3,0.8624
DQ-0006909,BSCM-000231,Rajajinagar,2023-09-16,24,24,0,100.0,0,2,0,1730.9,0,0.987
DQ-0006910,BSCM-000231,Rajajinagar,2023-08-22,24,23,1,95.83,0,1,0,2088.0,1,0.8398
DQ-0006911,BSCM-000231,Rajajinagar,2024-10-06,24,23,1,95.83,1,2,0,938.1,3,0.8836
DQ-0006912,BSCM-000231,Rajajinagar,2023-05-10,24,22,2,91.67,0,0,0,2397.2,3,0.8451
DQ-0006913,BSCM-000231,Rajajinagar,2024-07-08,24,12,12,50.0,12,1,0,1403.1,5,0.9561
DQ-0006914,BSCM-000231,Rajajinagar,2024-08-20,24,24,0,100.0,0,0,0,590.2,2,0.9442
DQ-0006915,BSCM-000231,Rajajinagar,2023-11-13,24,12,12,50.0,1,1,0,600.3,2,0.8305
DQ-0006916,BSCM-000231,Rajajinagar,2023-06-02,24,24,0,100.0,0,0,0,694.3,4,0.9251
DQ-0006917,BSCM-000231,Rajajinagar,2024-09-27,24,24,0,100.0,0,2,0,2165.1,5,0.8548
DQ-0006918,BSCM-000231,Rajajinagar,2023-05-24,24,22,2,91.67,2,2,0,2489.6,0,0.8337
DQ-0006919,BSCM-000231,Rajajinagar,2024-06-21,24,21,3,87.5,3,0,0,2041.3,4,0.8947
DQ-0006920,BSCM-000231,Rajajinagar,2023-08-29,24,23,1,95.83,0,2,0,241.0,5,0.8699
DQ-0006921,BSCM-000231,Rajajinagar,2024-04-21,24,24,0,100.0,0,2,0,2264.4,1,0.9436
DQ-0006922,BSCM-000231,Rajajinagar,2023-01-07,24,24,0,100.0,0,2,0,1851.5,3,0.9135
DQ-0006923,BSCM-000231,Rajajinagar,2024-08-18,24,24,0,100.0,0,0,0,1201.5,4,0.9347
DQ-0006924,BSCM-000231,Rajajinagar,2023-11-12,24,18,6,75.0,4,2,0,453.0,3,0.7183
DQ-0006925,BSCM-000231,Rajajinagar,2024-03-25,24,18,6,75.0,1,2,0,2258.7,2,0.6966
DQ-0006926,BSCM-000231,Rajajinagar,2024-10-28,24,24,0,100.0,0,2,0,1125.6,5,0.8425
DQ-0006927,BSCM-000231,Rajajinagar,2024-09-23,24,23,1,95.83,0,0,0,522.2,2,0.8922
DQ-0006928,BSCM-000231,Rajajinagar,2024-12-05,24,24,0,100.0,0,2,0,1583.8,3,0.8505
DQ-0006929,BSCM-000231,Rajajinagar,2024-02-29,24,24,0,100.0,0,1,0,1095.4,3,0.8347
DQ-0006930,BSCM-000231,Rajajinagar,2024-11-20,24,24,0,100.0,0,1,0,1724.3,0,0.8431
DQ-0006931,BSCM-000232,Rajajinagar,2023-03-11,24,24,0,100.0,0,1,0,1504.9,5,0.8021
DQ-0006932,BSCM-000232,Rajajinagar,2024-10-04,24,24,0,100.0,0,0,0,437.7,2,0.9373
DQ-0006933,BSCM-000232,Rajajinagar,2024-02-06,24,20,4,83.33,2,0,0,2143.0,5,0.8097
DQ-0006934,BSCM-000232,Rajajinagar,2023-01-12,24,24,0,100.0,0,0,0,449.2,2,0.9074
DQ-0006935,BSCM-000232,Rajajinagar,2024-09-22,24,24,0,100.0,0,1,0,573.2,2,0.9172
DQ-0006936,BSCM-000232,Rajajinagar,2023-10-05,24,22,2,91.67,1,0,0,2115.4,5,0.9382
DQ-0006937,BSCM-000232,Rajajinagar,2024-12-24,24,21,3,87.5,2,0,0,563.9,5,0.9262
DQ-0006938,BSCM-000232,Rajajinagar,2023-07-11,24,24,0,100.0,0,2,0,328.1,0,0.8045
DQ-0006939,BSCM-000232,Rajajinagar,2023-09-16,24,22,2,91.67,1,2,0,496.9,5,0.8225
DQ-0006940,BSCM-000232,Rajajinagar,2023-08-22,24,24,0,100.0,0,1,0,444.1,5,0.8824
DQ-0006941,BSCM-000232,Rajajinagar,2024-10-06,24,24,0,100.0,0,0,0,643.8,3,0.8146
DQ-0006942,BSCM-000232,Rajajinagar,2023-05-10,24,24,0,100.0,0,2,0,1242.6,1,0.9788
DQ-0006943,BSCM-000232,Rajajinagar,2024-07-08,24,24,0,100.0,0,1,0,1532.9,5,0.9483
DQ-0006944,BSCM-000232,Rajajinagar,2024-08-20,24,23,1,95.83,0,0,0,63.9,5,0.879
DQ-0006945,BSCM-000232,Rajajinagar,2023-11-13,24,24,0,100.0,0,1,0,887.4,4,0.9199
DQ-0006946,BSCM-000232,Rajajinagar,2023-06-02,24,24,0,100.0,0,1,0,2229.8,2,0.9138
DQ-0006947,BSCM-000232,Rajajinagar,2024-09-27,24,24,0,100.0,0,1,0,790.4,0,0.833
DQ-0006948,BSCM-000232,Rajajinagar,2023-05-24,24,23,1,95.83,0,0,0,1229.4,1,0.8229
DQ-0006949,BSCM-000232,Rajajinagar,2024-06-21,24,22,2,91.67,0,2,0,549.9,0,0.972
DQ-0006950,BSCM-000232,Rajajinagar,2023-08-29,24,24,0,100.0,0,1,0,2088.4,3,0.9328
DQ-0006951,BSCM-000232,Rajajinagar,2024-04-21,24,24,0,100.0,0,1,0,1995.2,3,0.8039
DQ-0006952,BSCM-000232,Rajajinagar,2023-01-07,24,24,0,100.0,0,2,0,2156.1,4,0.8277
DQ-0006953,BSCM-000232,Rajajinagar,2024-08-18,24,24,0,100.0,0,0,0,1625.8,1,0.8694
DQ-0006954,BSCM-000232,Rajajinagar,2023-11-12,24,24,0,100.0,0,0,0,677.4,3,0.8511
DQ-0006955,BSCM-000232,Rajajinagar,2024-03-25,24,24,0,100.0,0,0,0,1557.3,1,0.8937
DQ-0006956,BSCM-000232,Rajajinagar,2024-10-28,24,24,0,100.0,0,2,0,1609.7,2,0.8461
DQ-0006957,BSCM-000232,Rajajinagar,2024-09-23,24,24,0,100.0,0,0,0,516.0,2,0.9319
DQ-0006958,BSCM-000232,Rajajinagar,2024-12-05,24,24,0,100.0,0,2,0,1849.4,1,0.9117
DQ-0006959,BSCM-000232,Rajajinagar,2024-02-29,24,24,0,100.0,0,1,0,2054.2,3,0.9926
DQ-0006960,BSCM-000232,Rajajinagar,2024-11-20,24,24,0,100.0,0,2,0,1964.5,3,0.9603
DQ-0006961,BSCM-000233,Electronic City,2023-03-11,24,24,0,100.0,0,2,0,1510.9,0,0.8681
DQ-0006962,BSCM-000233,Electronic City,2024-10-04,24,20,4,83.33,0,2,0,1770.7,3,0.8681
DQ-0006963,BSCM-000233,Electronic City,2024-02-06,24,24,0,100.0,0,0,0,188.7,3,0.9092
DQ-0006964,BSCM-000233,Electronic City,2023-01-12,24,24,0,100.0,0,1,0,905.1,4,0.8435
DQ-0006965,BSCM-000233,Electronic City,2024-09-22,24,24,0,100.0,0,1,0,366.2,4,0.8052
DQ-0006966,BSCM-000233,Electronic City,2023-10-05,24,24,0,100.0,0,2,0,239.6,1,0.8442
DQ-0006967,BSCM-000233,Electronic City,2024-12-24,24,24,0,100.0,0,0,0,757.2,1,0.8145
DQ-0006968,BSCM-000233,Electronic City,2023-07-11,24,24,0,100.0,0,1,0,415.8,2,0.8482
DQ-0006969,BSCM-000233,Electronic City,2023-09-16,24,23,1,95.83,1,1,0,916.2,0,0.8155
DQ-0006970,BSCM-000233,Electronic City,2023-08-22,24,24,0,100.0,0,0,0,151.8,0,0.8529
DQ-0006971,BSCM-000233,Electronic City,2024-10-06,24,24,0,100.0,0,2,0,1242.9,1,0.8037
DQ-0006972,BSCM-000233,Electronic City,2023-05-10,24,24,0,100.0,0,2,0,167.8,5,0.9433
DQ-0006973,BSCM-000233,Electronic City,2024-07-08,24,24,0,100.0,0,0,0,1061.2,5,0.8824
DQ-0006974,BSCM-000233,Electronic City,2024-08-20,24,24,0,100.0,0,2,0,1942.9,2,0.9288
DQ-0006975,BSCM-000233,Electronic City,2023-11-13,24,24,0,100.0,0,2,0,835.1,2,0.8295
DQ-0006976,BSCM-000233,Electronic City,2023-06-02,24,24,0,100.0,0,2,0,1945.6,0,0.9155
DQ-0006977,BSCM-000233,Electronic City,2024-09-27,24,20,4,83.33,1,0,0,1431.8,5,0.976
DQ-0006978,BSCM-000233,Electronic City,2023-05-24,24,24,0,100.0,0,0,0,1498.9,0,0.9122
DQ-0006979,BSCM-000233,Electronic City,2024-06-21,24,24,0,100.0,0,2,0,1543.4,4,0.9435
DQ-0006980,BSCM-000233,Electronic City,2023-08-29,24,24,0,100.0,0,0,0,732.0,4,0.9318
DQ-0006981,BSCM-000233,Electronic City,2024-04-21,24,20,4,83.33,1,1,0,2385.6,3,0.8883
DQ-0006982,BSCM-000233,Electronic City,2023-01-07,24,24,0,100.0,0,2,0,2421.2,5,0.8535
DQ-0006983,BSCM-000233,Electronic City,2024-08-18,24,24,0,100.0,0,1,0,2448.9,5,0.923
DQ-0006984,BSCM-000233,Electronic City,2023-11-12,24,24,0,100.0,0,0,0,2211.4,3,0.9165
DQ-0006985,BSCM-000233,Electronic City,2024-03-25,24,24,0,100.0,0,1,0,1571.2,4,0.9365
DQ-0006986,BSCM-000233,Electronic City,2024-10-28,24,24,0,100.0,0,0,0,2212.7,5,0.9967
DQ-0006987,BSCM-000233,Electronic City,2024-09-23,24,22,2,91.67,2,2,0,1658.9,2,0.9144
DQ-0006988,BSCM-000233,Electronic City,2024-12-05,24,18,6,75.0,2,1,0,1304.1,2,0.9866
DQ-0006989,BSCM-000233,Electronic City,2024-02-29,24,24,0,100.0,0,2,0,407.9,4,0.9773
DQ-0006990,BSCM-000233,Electronic City,2024-11-20,24,18,6,75.0,5,0,0,1845.8,1,0.8256
DQ-0006991,BSCM-000234,Electronic City,2023-03-11,24,24,0,100.0,0,2,0,2268.5,2,0.8452
DQ-0006992,BSCM-000234,Electronic City,2024-10-04,24,24,0,100.0,0,2,0,562.5,4,0.9921
DQ-0006993,BSCM-000234,Electronic City,2024-02-06,24,24,0,100.0,0,0,0,562.5,1,0.9191
DQ-0006994,BSCM-000234,Electronic City,2023-01-12,24,24,0,100.0,0,2,0,1093.8,3,0.9856
DQ-0006995,BSCM-000234,Electronic City,2024-09-22,24,24,0,100.0,0,0,0,1640.6,0,0.9688
DQ-0006996,BSCM-000234,Electronic City,2023-10-05,24,24,0,100.0,0,2,0,826.7,0,0.9271
DQ-0006997,BSCM-000234,Electronic City,2024-12-24,24,24,0,100.0,0,0,0,151.1,4,0.9906
DQ-0006998,BSCM-000234,Electronic City,2023-07-11,24,22,2,91.67,0,2,0,859.8,5,0.8823
DQ-0006999,BSCM-000234,Electronic City,2023-09-16,24,24,0,100.0,0,0,0,529.2,5,0.815
DQ-0007000,BSCM-000234,Electronic City,2023-08-22,24,24,0,100.0,0,1,0,1269.0,3,0.9208
DQ-0007001,BSCM-000234,Electronic City,2024-10-06,24,18,6,75.0,4,0,0,1864.3,2,0.6448
DQ-0007002,BSCM-000234,Electronic City,2023-05-10,24,24,0,100.0,0,2,0,1274.2,3,0.9438
DQ-0007003,BSCM-000234,Electronic City,2024-07-08,24,18,6,75.0,0,1,0,1955.8,2,0.9215
DQ-0007004,BSCM-000234,Electronic City,2024-08-20,24,22,2,91.67,1,2,0,1764.5,1,0.8572
DQ-0007005,BSCM-000234,Electronic City,2023-11-13,24,24,0,100.0,0,1,0,1863.8,1,0.8198
DQ-0007006,BSCM-000234,Electronic City,2023-06-02,24,24,0,100.0,0,1,0,469.1,2,0.8255
DQ-0007007,BSCM-000234,Electronic City,2024-09-27,24,24,0,100.0,0,1,0,1317.7,5,0.957
DQ-0007008,BSCM-000234,Electronic City,2023-05-24,24,22,2,91.67,2,1,0,2314.7,1,0.9762
DQ-0007009,BSCM-000234,Electronic City,2024-06-21,24,20,4,83.33,0,0,0,1050.0,4,0.9752
DQ-0007010,BSCM-000234,Electronic City,2023-08-29,24,24,0,100.0,0,1,0,1321.2,0,0.8964
DQ-0007011,BSCM-000234,Electronic City,2024-04-21,24,24,0,100.0,0,2,0,753.6,2,0.851
DQ-0007012,BSCM-000234,Electronic City,2023-01-07,24,24,0,100.0,0,1,0,1173.3,1,0.8645
DQ-0007013,BSCM-000234,Electronic City,2024-08-18,24,24,0,100.0,0,0,0,466.2,1,0.8703
DQ-0007014,BSCM-000234,Electronic City,2023-11-12,24,24,0,100.0,0,1,0,2439.7,0,0.987
DQ-0007015,BSCM-000234,Electronic City,2024-03-25,24,24,0,100.0,0,1,0,1801.4,2,0.8402
DQ-0007016,BSCM-000234,Electronic City,2024-10-28,24,24,0,100.0,0,1,0,898.0,2,0.956
DQ-0007017,BSCM-000234,Electronic City,2024-09-23,24,22,2,91.67,0,1,0,1519.2,2,0.8039
DQ-0007018,BSCM-000234,Electronic City,2024-12-05,24,24,0,100.0,0,2,0,1546.7,4,0.8474
DQ-0007019,BSCM-000234,Electronic City,2024-02-29,24,21,3,87.5,0,1,0,1063.2,5,0.9479
DQ-0007020,BSCM-000234,Electronic City,2024-11-20,24,24,0,100.0,0,1,0,674.4,5,0.9221
