forecast_id,zone,forecast_date,model_name,forecast_mw,actual_mw,p10_mw,p90_mw,mape_pct,peak_hour,peak_forecast_mw,horizon_hours,run_timestamp,p50_mw,p5_mw,p95_mw,confidence_level,model_version,training_data_size,last_retrained_date
FC-004062,Koramangala,2024-02-11,XGBoost-v3,36.82,38.32,32.4,41.24,3.914,21,49.71,24,2024-02-10 19:00:00,36.82,30.41,43.23,0.961,3.2.1,43118,2023-12-31
FC-004063,Jayanagar,2024-02-11,Ensemble-v4,36.66,38.73,32.26,41.06,5.345,19,49.49,24,2024-02-10 23:00:00,36.66,30.28,43.04,0.947,4.1.0,42910,2023-12-30
FC-004064,Rajajinagar,2024-02-11,LSTM-v2,43.97,45.92,38.69,49.25,4.247,9,59.36,24,2024-02-10 20:00:00,43.97,36.31,51.63,0.958,2.1.0,43114,2023-12-29
FC-004065,Hebbal,2024-02-11,Prophet-v1,40.62,42.51,35.75,45.49,4.446,20,54.84,24,2024-02-10 19:00:00,40.62,33.56,47.68,0.956,1.4.3,42574,2023-12-28
FC-004066,Electronic City,2024-02-11,Prophet-v1,38.45,38.66,33.84,43.06,0.543,19,51.91,24,2024-02-10 23:00:00,38.45,31.77,45.13,0.995,1.4.3,43473,2023-12-27
FC-004067,Marathahalli,2024-02-11,LSTM-v2,39.26,40.92,34.55,43.97,4.057,19,53.0,24,2024-02-10 18:00:00,39.26,32.43,46.09,0.959,2.1.0,43224,2023-12-26
FC-004068,Indiranagar,2024-02-11,Prophet-v1,43.88,45.8,38.61,49.15,4.192,21,59.24,24,2024-02-10 18:00:00,43.88,36.24,51.52,0.958,1.4.3,43120,2023-12-25
FC-004069,Yelahanka,2024-02-11,XGBoost-v3,40.85,41.31,35.95,45.75,1.114,10,55.15,24,2024-02-10 20:00:00,40.85,33.75,47.96,0.989,3.2.1,42910,2023-12-24
FC-004070,BTM Layout,2024-02-11,Ensemble-v4,45.96,46.07,40.44,51.48,0.239,18,62.05,24,2024-02-10 19:00:00,45.96,37.96,53.96,0.998,4.1.0,42897,2023-12-23
FC-004071,Whitefield,2024-02-12,Ensemble-v4,39.72,42.24,34.95,44.49,5.966,21,53.62,24,2024-02-11 20:00:00,39.72,32.8,46.64,0.94,4.1.0,43029,2023-12-23
FC-004072,Koramangala,2024-02-12,XGBoost-v3,43.14,43.73,37.96,48.32,1.349,9,58.24,24,2024-02-11 22:00:00,43.14,35.63,50.65,0.987,3.2.1,43118,2023-12-22
FC-004073,Jayanagar,2024-02-12,XGBoost-v3,34.46,34.84,30.32,38.6,1.091,18,46.52,24,2024-02-11 20:00:00,34.46,28.46,40.46,0.989,3.2.1,42910,2023-12-21
FC-004074,Rajajinagar,2024-02-12,XGBoost-v3,46.36,44.27,40.8,51.92,4.721,21,62.59,24,2024-02-11 20:00:00,46.36,38.3,54.42,0.953,3.2.1,43114,2023-12-20
FC-004075,Hebbal,2024-02-12,Ensemble-v4,42.11,40.28,37.06,47.16,4.543,10,56.85,24,2024-02-11 21:00:00,42.11,34.79,49.43,0.955,4.1.0,42574,2023-12-19
FC-004076,Electronic City,2024-02-12,XGBoost-v3,44.2,42.37,38.9,49.5,4.319,21,59.67,24,2024-02-11 19:00:00,44.2,36.51,51.88,0.957,3.2.1,43473,2023-12-18
FC-004077,Marathahalli,2024-02-12,XGBoost-v3,35.79,37.01,31.5,40.08,3.296,20,48.32,24,2024-02-11 21:00:00,35.79,29.57,42.01,0.967,3.2.1,43224,2023-12-17
FC-004078,Indiranagar,2024-02-12,Prophet-v1,42.75,40.42,37.62,47.88,5.764,9,57.71,24,2024-02-11 19:00:00,42.75,35.31,50.19,0.942,1.4.3,43120,2023-12-16
FC-004079,Yelahanka,2024-02-12,Prophet-v1,42.83,42.64,37.69,47.97,0.446,21,57.82,24,2024-02-11 20:00:00,42.83,35.38,50.28,0.996,1.4.3,42910,2023-12-15
FC-004080,BTM Layout,2024-02-12,Prophet-v1,40.87,39.2,35.97,45.77,4.26,21,55.17,24,2024-02-11 19:00:00,40.87,33.76,47.98,0.957,1.4.3,42897,2023-12-14
FC-004081,Whitefield,2024-02-13,LSTM-v2,38.91,40.38,34.24,43.58,3.64,9,52.53,24,2024-02-12 20:00:00,38.91,32.14,45.68,0.964,2.1.0,43029,2023-12-14
FC-004082,Koramangala,2024-02-13,Prophet-v1,39.6,41.26,34.85,44.35,4.023,9,53.46,24,2024-02-12 21:00:00,39.6,32.71,46.49,0.96,1.4.3,43118,2023-12-13
FC-004083,Jayanagar,2024-02-13,XGBoost-v3,42.61,41.22,37.5,47.72,3.372,19,57.52,24,2024-02-12 23:00:00,42.61,35.2,50.02,0.966,3.2.1,42910,2023-12-12
FC-004084,Rajajinagar,2024-02-13,XGBoost-v3,42.48,44.9,37.38,47.58,5.39,21,57.35,24,2024-02-12 21:00:00,42.48,35.09,49.88,0.946,3.2.1,43114,2023-12-11
FC-004085,Hebbal,2024-02-13,XGBoost-v3,42.61,42.74,37.5,47.72,0.304,10,57.52,24,2024-02-12 19:00:00,42.61,35.2,50.02,0.997,3.2.1,42574,2023-12-10
FC-004086,Electronic City,2024-02-13,Ensemble-v4,42.17,40.92,37.11,47.23,3.055,10,56.93,24,2024-02-12 22:00:00,42.17,34.83,49.51,0.969,4.1.0,43473,2023-12-09
FC-004087,Marathahalli,2024-02-13,Prophet-v1,40.32,40.71,35.48,45.16,0.958,20,54.43,24,2024-02-12 18:00:00,40.32,33.3,47.34,0.99,1.4.3,43224,2023-12-08
FC-004088,Indiranagar,2024-02-13,Prophet-v1,37.2,38.92,32.74,41.66,4.419,21,50.22,24,2024-02-12 22:00:00,37.2,30.73,43.67,0.956,1.4.3,43120,2023-12-07
FC-004089,Yelahanka,2024-02-13,Prophet-v1,40.58,41.19,35.71,45.45,1.481,20,54.78,24,2024-02-12 20:00:00,40.58,33.52,47.64,0.985,1.4.3,42910,2023-12-06
FC-004090,BTM Layout,2024-02-13,Prophet-v1,39.47,39.97,34.73,44.21,1.251,20,53.28,24,2024-02-12 19:00:00,39.47,32.6,46.34,0.987,1.4.3,42897,2023-12-05
FC-004091,Whitefield,2024-02-14,LSTM-v2,43.22,45.92,38.03,48.41,5.88,10,58.35,24,2024-02-13 18:00:00,43.22,35.69,50.75,0.941,2.1.0,43029,2023-12-05
FC-004092,Koramangala,2024-02-14,Prophet-v1,39.3,40.79,34.58,44.02,3.653,18,53.05,24,2024-02-13 20:00:00,39.3,32.46,46.14,0.963,1.4.3,43118,2023-12-04
FC-004093,Jayanagar,2024-02-14,Ensemble-v4,41.89,39.87,36.86,46.92,5.066,10,56.55,24,2024-02-13 22:00:00,41.89,34.6,49.18,0.949,4.1.0,42910,2023-12-03
FC-004094,Rajajinagar,2024-02-14,XGBoost-v3,39.33,41.08,34.61,44.05,4.26,18,53.1,24,2024-02-13 18:00:00,39.33,32.49,46.17,0.957,3.2.1,43114,2023-12-02
FC-004095,Hebbal,2024-02-14,Prophet-v1,43.32,41.44,38.12,48.52,4.537,20,58.48,24,2024-02-13 21:00:00,43.32,35.78,50.86,0.955,1.4.3,42574,2023-12-01
FC-004096,Electronic City,2024-02-14,Prophet-v1,36.82,39.15,32.4,41.24,5.951,20,49.71,24,2024-02-13 18:00:00,36.82,30.41,43.23,0.94,1.4.3,43473,2024-01-14
FC-004097,Marathahalli,2024-02-14,Ensemble-v4,42.22,39.76,37.15,47.29,6.187,21,57.0,24,2024-02-13 22:00:00,42.22,34.87,49.57,0.938,4.1.0,43224,2024-01-13
FC-004098,Indiranagar,2024-02-14,XGBoost-v3,38.61,40.11,33.98,43.24,3.74,18,52.12,24,2024-02-13 18:00:00,38.61,31.9,45.32,0.963,3.2.1,43120,2024-01-12
FC-004099,Yelahanka,2024-02-14,Prophet-v1,40.58,43.06,35.71,45.45,5.759,18,54.78,24,2024-02-13 19:00:00,40.58,33.52,47.64,0.942,1.4.3,42910,2024-01-11
FC-004100,BTM Layout,2024-02-14,Prophet-v1,41.64,41.7,36.64,46.64,0.144,18,56.21,24,2024-02-13 22:00:00,41.64,34.39,48.89,0.999,1.4.3,42897,2024-01-10
FC-004101,Whitefield,2024-02-15,Ensemble-v4,44.08,41.39,38.79,49.37,6.499,21,59.51,24,2024-02-14 22:00:00,44.08,36.41,51.75,0.935,4.1.0,43029,2024-01-10
FC-004102,Koramangala,2024-02-15,LSTM-v2,40.19,38.98,35.37,45.01,3.104,10,54.26,24,2024-02-14 22:00:00,40.19,33.2,47.18,0.969,2.1.0,43118,2024-01-09
FC-004103,Jayanagar,2024-02-15,Prophet-v1,39.25,41.0,34.54,43.96,4.268,18,52.99,24,2024-02-14 20:00:00,39.25,32.42,46.08,0.957,1.4.3,42910,2024-01-08
FC-004104,Rajajinagar,2024-02-15,Prophet-v1,39.99,41.31,35.19,44.79,3.195,9,53.99,24,2024-02-14 18:00:00,39.99,33.03,46.95,0.968,1.4.3,43114,2024-01-07
FC-004105,Hebbal,2024-02-15,LSTM-v2,38.54,38.31,33.92,43.16,0.6,10,52.03,24,2024-02-14 19:00:00,38.54,31.84,45.24,0.994,2.1.0,42574,2024-01-06
FC-004106,Electronic City,2024-02-15,LSTM-v2,43.22,40.49,38.03,48.41,6.742,18,58.35,24,2024-02-14 23:00:00,43.22,35.69,50.75,0.933,2.1.0,43473,2024-01-05
FC-004107,Marathahalli,2024-02-15,XGBoost-v3,48.92,47.36,43.05,54.79,3.294,20,66.04,24,2024-02-14 19:00:00,48.92,40.41,57.43,0.967,3.2.1,43224,2024-01-04
FC-004108,Indiranagar,2024-02-15,LSTM-v2,38.54,40.54,33.92,43.16,4.933,20,52.03,24,2024-02-14 20:00:00,38.54,31.84,45.24,0.951,2.1.0,43120,2024-01-03
FC-004109,Yelahanka,2024-02-15,LSTM-v2,44.28,43.65,38.97,49.59,1.443,20,59.78,24,2024-02-14 23:00:00,44.28,36.58,51.98,0.986,2.1.0,42910,2024-01-02
FC-004110,BTM Layout,2024-02-15,XGBoost-v3,36.7,37.17,32.3,41.1,1.264,10,49.55,24,2024-02-14 22:00:00,36.7,30.32,43.08,0.987,3.2.1,42897,2024-01-01
FC-004111,Whitefield,2024-02-16,Prophet-v1,42.16,41.9,37.1,47.22,0.621,21,56.92,24,2024-02-15 20:00:00,42.16,34.82,49.5,0.994,1.4.3,43029,2024-01-01
FC-004112,Koramangala,2024-02-16,Prophet-v1,38.58,38.39,33.95,43.21,0.495,10,52.08,24,2024-02-15 21:00:00,38.58,31.87,45.29,0.995,1.4.3,43118,2023-12-31
FC-004113,Jayanagar,2024-02-16,XGBoost-v3,35.07,36.93,30.86,39.28,5.037,9,47.34,24,2024-02-15 18:00:00,35.07,28.97,41.17,0.95,3.2.1,42910,2023-12-30
FC-004114,Rajajinagar,2024-02-16,XGBoost-v3,43.64,41.85,38.4,48.88,4.277,18,58.91,24,2024-02-15 20:00:00,43.64,36.04,51.24,0.957,3.2.1,43114,2023-12-29
FC-004115,Hebbal,2024-02-16,Prophet-v1,43.52,43.91,38.3,48.74,0.888,9,58.75,24,2024-02-15 20:00:00,43.52,35.95,51.09,0.991,1.4.3,42574,2023-12-28
FC-004116,Electronic City,2024-02-16,XGBoost-v3,46.09,47.7,40.56,51.62,3.375,19,62.22,24,2024-02-15 21:00:00,46.09,38.07,54.11,0.966,3.2.1,43473,2023-12-27
FC-004117,Marathahalli,2024-02-16,Prophet-v1,36.76,35.36,32.35,41.17,3.959,20,49.63,24,2024-02-15 18:00:00,36.76,30.37,43.15,0.96,1.4.3,43224,2023-12-26
FC-004118,Indiranagar,2024-02-16,XGBoost-v3,41.65,44.0,36.65,46.65,5.341,20,56.23,24,2024-02-15 18:00:00,41.65,34.4,48.9,0.947,3.2.1,43120,2023-12-25
FC-004119,Yelahanka,2024-02-16,LSTM-v2,37.93,38.32,33.38,42.48,1.018,18,51.21,24,2024-02-15 19:00:00,37.93,31.33,44.53,0.99,2.1.0,42910,2023-12-24
FC-004120,BTM Layout,2024-02-16,Ensemble-v4,44.35,41.46,39.03,49.67,6.971,18,59.87,24,2024-02-15 22:00:00,44.35,36.64,52.06,0.93,4.1.0,42897,2023-12-23
FC-004121,Whitefield,2024-02-17,XGBoost-v3,39.22,41.19,34.51,43.93,4.783,9,52.95,24,2024-02-16 19:00:00,39.22,32.39,46.05,0.952,3.2.1,43029,2023-12-23
FC-004122,Koramangala,2024-02-17,Ensemble-v4,41.41,40.76,36.44,46.38,1.595,18,55.9,24,2024-02-16 18:00:00,41.41,34.2,48.62,0.984,4.1.0,43118,2023-12-22
FC-004123,Jayanagar,2024-02-17,LSTM-v2,39.46,39.58,34.72,44.2,0.303,9,53.27,24,2024-02-16 19:00:00,39.46,32.59,46.33,0.997,2.1.0,42910,2023-12-21
FC-004124,Rajajinagar,2024-02-17,Ensemble-v4,45.45,43.24,40.0,50.9,5.111,19,61.36,24,2024-02-16 23:00:00,45.45,37.55,53.35,0.949,4.1.0,43114,2023-12-20
FC-004125,Hebbal,2024-02-17,Prophet-v1,43.37,40.96,38.17,48.57,5.884,19,58.55,24,2024-02-16 21:00:00,43.37,35.83,50.91,0.941,1.4.3,42574,2023-12-19
FC-004126,Electronic City,2024-02-17,Prophet-v1,41.1,39.42,36.17,46.03,4.262,20,55.49,24,2024-02-16 23:00:00,41.1,33.95,48.25,0.957,1.4.3,43473,2023-12-18
FC-004127,Marathahalli,2024-02-17,Prophet-v1,43.61,46.5,38.38,48.84,6.215,18,58.87,24,2024-02-16 23:00:00,43.61,36.03,51.19,0.938,1.4.3,43224,2023-12-17
FC-004128,Indiranagar,2024-02-17,Prophet-v1,39.76,38.67,34.99,44.53,2.819,21,53.68,24,2024-02-16 23:00:00,39.76,32.84,46.68,0.972,1.4.3,43120,2023-12-16
FC-004129,Yelahanka,2024-02-17,XGBoost-v3,41.63,41.96,36.63,46.63,0.786,18,56.2,24,2024-02-16 18:00:00,41.63,34.38,48.88,0.992,3.2.1,42910,2023-12-15
FC-004130,BTM Layout,2024-02-17,LSTM-v2,43.28,43.02,38.09,48.47,0.604,20,58.43,24,2024-02-16 20:00:00,43.28,35.75,50.81,0.994,2.1.0,42897,2023-12-14
FC-004131,Whitefield,2024-02-18,Ensemble-v4,42.3,42.74,37.22,47.38,1.029,20,57.1,24,2024-02-17 21:00:00,42.3,34.93,49.67,0.99,4.1.0,43029,2023-12-14
FC-004132,Koramangala,2024-02-18,LSTM-v2,38.22,40.51,33.63,42.81,5.653,18,51.6,24,2024-02-17 23:00:00,38.22,31.56,44.88,0.943,2.1.0,43118,2023-12-13
FC-004133,Jayanagar,2024-02-18,Ensemble-v4,38.37,40.33,33.77,42.97,4.86,18,51.8,24,2024-02-17 19:00:00,38.37,31.7,45.04,0.951,4.1.0,42910,2023-12-12
FC-004134,Rajajinagar,2024-02-18,Prophet-v1,39.75,41.13,34.98,44.52,3.355,19,53.66,24,2024-02-17 18:00:00,39.75,32.83,46.67,0.966,1.4.3,43114,2023-12-11
FC-004135,Hebbal,2024-02-18,XGBoost-v3,36.18,35.05,31.84,40.52,3.224,10,48.84,24,2024-02-17 19:00:00,36.18,29.89,42.47,0.968,3.2.1,42574,2023-12-10
FC-004136,Electronic City,2024-02-18,Prophet-v1,35.49,37.8,31.23,39.75,6.111,18,47.91,24,2024-02-17 18:00:00,35.49,29.31,41.67,0.939,1.4.3,43473,2023-12-09
FC-004137,Marathahalli,2024-02-18,XGBoost-v3,39.19,41.29,34.49,43.89,5.086,18,52.91,24,2024-02-17 22:00:00,39.19,32.38,46.0,0.949,3.2.1,43224,2023-12-08
FC-004138,Indiranagar,2024-02-18,Prophet-v1,43.17,41.54,37.99,48.35,3.924,19,58.28,24,2024-02-17 22:00:00,43.17,35.66,50.68,0.961,1.4.3,43120,2023-12-07
FC-004139,Yelahanka,2024-02-18,Prophet-v1,43.44,41.23,38.23,48.65,5.36,19,58.64,24,2024-02-17 19:00:00,43.44,35.89,50.99,0.946,1.4.3,42910,2023-12-06
FC-004140,BTM Layout,2024-02-18,LSTM-v2,39.71,39.3,34.94,44.48,1.043,21,53.61,24,2024-02-17 18:00:00,39.71,32.79,46.63,0.99,2.1.0,42897,2023-12-05
FC-004141,Whitefield,2024-02-19,LSTM-v2,40.69,42.56,35.81,45.57,4.394,20,54.93,24,2024-02-18 20:00:00,40.69,33.61,47.77,0.956,2.1.0,43029,2024-01-19
FC-004142,Koramangala,2024-02-19,XGBoost-v3,41.23,39.8,36.28,46.18,3.593,19,55.66,24,2024-02-18 21:00:00,41.23,34.05,48.41,0.964,3.2.1,43118,2024-01-18
FC-004143,Jayanagar,2024-02-19,XGBoost-v3,42.96,41.47,37.8,48.12,3.593,19,58.0,24,2024-02-18 22:00:00,42.96,35.48,50.44,0.964,3.2.1,42910,2024-01-17
FC-004144,Rajajinagar,2024-02-19,LSTM-v2,40.47,38.14,35.61,45.33,6.109,9,54.63,24,2024-02-18 21:00:00,40.47,33.42,47.52,0.939,2.1.0,43114,2024-01-16
FC-004145,Hebbal,2024-02-19,Ensemble-v4,43.97,45.64,38.69,49.25,3.659,18,59.36,24,2024-02-18 21:00:00,43.97,36.31,51.63,0.963,4.1.0,42574,2024-01-15
FC-004146,Electronic City,2024-02-19,XGBoost-v3,38.87,36.73,34.21,43.53,5.826,21,52.47,24,2024-02-18 19:00:00,38.87,32.11,45.63,0.942,3.2.1,43473,2024-01-14
FC-004147,Marathahalli,2024-02-19,Prophet-v1,40.13,40.07,35.31,44.95,0.15,20,54.18,24,2024-02-18 23:00:00,40.13,33.14,47.12,0.998,1.4.3,43224,2024-01-13
FC-004148,Indiranagar,2024-02-19,LSTM-v2,35.92,38.15,31.61,40.23,5.845,20,48.49,24,2024-02-18 19:00:00,35.92,29.67,42.17,0.942,2.1.0,43120,2024-01-12
FC-004149,Yelahanka,2024-02-19,Ensemble-v4,39.66,42.36,34.9,44.42,6.374,9,53.54,24,2024-02-18 21:00:00,39.66,32.76,46.56,0.936,4.1.0,42910,2024-01-11
FC-004150,BTM Layout,2024-02-19,Prophet-v1,44.26,42.08,38.95,49.57,5.181,10,59.75,24,2024-02-18 22:00:00,44.26,36.56,51.96,0.948,1.4.3,42897,2024-01-10
FC-004151,Whitefield,2024-02-20,Ensemble-v4,41.08,40.91,36.15,46.01,0.416,19,55.46,24,2024-02-19 19:00:00,41.08,33.93,48.23,0.996,4.1.0,43029,2024-01-10
FC-004152,Koramangala,2024-02-20,Prophet-v1,36.1,35.04,31.77,40.43,3.025,19,48.74,24,2024-02-19 23:00:00,36.1,29.82,42.38,0.97,1.4.3,43118,2024-01-09
FC-004153,Jayanagar,2024-02-20,LSTM-v2,39.38,41.25,34.65,44.11,4.533,10,53.16,24,2024-02-19 21:00:00,39.38,32.52,46.24,0.955,2.1.0,42910,2024-01-08
FC-004154,Rajajinagar,2024-02-20,Ensemble-v4,40.15,37.92,35.33,44.97,5.881,21,54.2,24,2024-02-19 18:00:00,40.15,33.16,47.14,0.941,4.1.0,43114,2024-01-07
FC-004155,Hebbal,2024-02-20,Ensemble-v4,39.07,37.99,34.38,43.76,2.843,10,52.74,24,2024-02-19 23:00:00,39.07,32.27,45.87,0.972,4.1.0,42574,2024-01-06
FC-004156,Electronic City,2024-02-20,Ensemble-v4,39.88,40.77,35.09,44.67,2.183,10,53.84,24,2024-02-19 18:00:00,39.88,32.93,46.83,0.978,4.1.0,43473,2024-01-05
FC-004157,Marathahalli,2024-02-20,Prophet-v1,38.62,40.43,33.99,43.25,4.477,20,52.14,24,2024-02-19 22:00:00,38.62,31.91,45.33,0.955,1.4.3,43224,2024-01-04
FC-004158,Indiranagar,2024-02-20,XGBoost-v3,39.69,42.07,34.93,44.45,5.657,19,53.58,24,2024-02-19 20:00:00,39.69,32.79,46.59,0.943,3.2.1,43120,2024-01-03
FC-004159,Yelahanka,2024-02-20,XGBoost-v3,43.43,42.39,38.22,48.64,2.453,9,58.63,24,2024-02-19 19:00:00,43.43,35.88,50.98,0.975,3.2.1,42910,2024-01-02
FC-004160,BTM Layout,2024-02-20,Prophet-v1,36.7,37.65,32.3,41.1,2.523,18,49.55,24,2024-02-19 18:00:00,36.7,30.32,43.08,0.975,1.4.3,42897,2024-01-01
FC-004161,Whitefield,2024-02-21,Ensemble-v4,41.07,38.86,36.14,46.0,5.687,20,55.44,24,2024-02-20 21:00:00,41.07,33.92,48.22,0.943,4.1.0,43029,2024-01-01
FC-004162,Koramangala,2024-02-21,Prophet-v1,46.14,43.23,40.6,51.68,6.731,21,62.29,24,2024-02-20 21:00:00,46.14,38.11,54.17,0.933,1.4.3,43118,2023-12-31
FC-004163,Jayanagar,2024-02-21,Ensemble-v4,39.06,37.01,34.37,43.75,5.539,19,52.73,24,2024-02-20 22:00:00,39.06,32.26,45.86,0.945,4.1.0,42910,2023-12-30
FC-004164,Rajajinagar,2024-02-21,Prophet-v1,38.03,40.31,33.47,42.59,5.656,10,51.34,24,2024-02-20 22:00:00,38.03,31.42,44.64,0.943,1.4.3,43114,2023-12-29
FC-004165,Hebbal,2024-02-21,LSTM-v2,36.58,37.16,32.19,40.97,1.561,18,49.38,24,2024-02-20 22:00:00,36.58,30.21,42.95,0.984,2.1.0,42574,2023-12-28
FC-004166,Electronic City,2024-02-21,LSTM-v2,45.05,43.04,39.64,50.46,4.67,19,60.82,24,2024-02-20 19:00:00,45.05,37.21,52.89,0.953,2.1.0,43473,2023-12-27
FC-004167,Marathahalli,2024-02-21,Ensemble-v4,42.79,42.39,37.66,47.92,0.944,18,57.77,24,2024-02-20 19:00:00,42.79,35.35,50.23,0.991,4.1.0,43224,2023-12-26
FC-004168,Indiranagar,2024-02-21,Ensemble-v4,42.22,40.13,37.15,47.29,5.208,20,57.0,24,2024-02-20 23:00:00,42.22,34.87,49.57,0.948,4.1.0,43120,2023-12-25
FC-004169,Yelahanka,2024-02-21,Prophet-v1,39.88,41.94,35.09,44.67,4.912,19,53.84,24,2024-02-20 19:00:00,39.88,32.93,46.83,0.951,1.4.3,42910,2023-12-24
FC-004170,BTM Layout,2024-02-21,Prophet-v1,40.47,43.25,35.61,45.33,6.428,9,54.63,24,2024-02-20 22:00:00,40.47,33.42,47.52,0.936,1.4.3,42897,2023-12-23
FC-004171,Whitefield,2024-02-22,LSTM-v2,38.24,37.64,33.65,42.83,1.594,9,51.62,24,2024-02-21 19:00:00,38.24,31.58,44.9,0.984,2.1.0,43029,2023-12-23
FC-004172,Koramangala,2024-02-22,Ensemble-v4,42.36,42.28,37.28,47.44,0.189,9,57.19,24,2024-02-21 18:00:00,42.36,34.99,49.73,0.998,4.1.0,43118,2023-12-22
FC-004173,Jayanagar,2024-02-22,LSTM-v2,35.28,36.94,31.05,39.51,4.494,19,47.63,24,2024-02-21 22:00:00,35.28,29.15,41.41,0.955,2.1.0,42910,2023-12-21
FC-004174,Rajajinagar,2024-02-22,Prophet-v1,37.07,36.3,32.62,41.52,2.121,19,50.04,24,2024-02-21 18:00:00,37.07,30.62,43.52,0.979,1.4.3,43114,2023-12-20
FC-004175,Hebbal,2024-02-22,Prophet-v1,33.33,34.35,29.33,37.33,2.969,21,45.0,24,2024-02-21 22:00:00,33.33,27.53,39.13,0.97,1.4.3,42574,2023-12-19
FC-004176,Electronic City,2024-02-22,LSTM-v2,45.15,43.62,39.73,50.57,3.508,21,60.95,24,2024-02-21 22:00:00,45.15,37.29,53.01,0.965,2.1.0,43473,2023-12-18
FC-004177,Marathahalli,2024-02-22,LSTM-v2,47.92,45.81,42.17,53.67,4.606,19,64.69,24,2024-02-21 23:00:00,47.92,39.58,56.26,0.954,2.1.0,43224,2023-12-17
FC-004178,Indiranagar,2024-02-22,XGBoost-v3,36.7,37.78,32.3,41.1,2.859,19,49.55,24,2024-02-21 20:00:00,36.7,30.32,43.08,0.971,3.2.1,43120,2023-12-16
FC-004179,Yelahanka,2024-02-22,Ensemble-v4,41.6,42.09,36.61,46.59,1.164,10,56.16,24,2024-02-21 18:00:00,41.6,34.36,48.84,0.988,4.1.0,42910,2023-12-15
FC-004180,BTM Layout,2024-02-22,XGBoost-v3,48.79,47.49,42.94,54.64,2.737,9,65.87,24,2024-02-21 23:00:00,48.79,40.31,57.27,0.973,3.2.1,42897,2023-12-14
FC-004181,Whitefield,2024-02-23,Ensemble-v4,37.3,39.08,32.82,41.78,4.555,18,50.35,24,2024-02-22 18:00:00,37.3,30.8,43.8,0.954,4.1.0,43029,2023-12-14
FC-004182,Koramangala,2024-02-23,XGBoost-v3,41.17,42.01,36.23,46.11,2.0,9,55.58,24,2024-02-22 21:00:00,41.17,34.01,48.33,0.98,3.2.1,43118,2023-12-13
FC-004183,Jayanagar,2024-02-23,XGBoost-v3,41.8,43.16,36.78,46.82,3.151,21,56.43,24,2024-02-22 19:00:00,41.8,34.52,49.08,0.968,3.2.1,42910,2023-12-12
FC-004184,Rajajinagar,2024-02-23,XGBoost-v3,36.56,38.88,32.17,40.95,5.967,9,49.36,24,2024-02-22 21:00:00,36.56,30.19,42.93,0.94,3.2.1,43114,2023-12-11
FC-004185,Hebbal,2024-02-23,Prophet-v1,40.77,38.76,35.88,45.66,5.186,21,55.04,24,2024-02-22 20:00:00,40.77,33.68,47.86,0.948,1.4.3,42574,2023-12-10
FC-004186,Electronic City,2024-02-23,Ensemble-v4,39.91,41.43,35.12,44.7,3.669,10,53.88,24,2024-02-22 19:00:00,39.91,32.96,46.86,0.963,4.1.0,43473,2024-01-23
FC-004187,Marathahalli,2024-02-23,XGBoost-v3,44.07,42.88,38.78,49.36,2.775,18,59.49,24,2024-02-22 22:00:00,44.07,36.4,51.74,0.972,3.2.1,43224,2024-01-22
FC-004188,Indiranagar,2024-02-23,LSTM-v2,45.04,42.64,39.64,50.44,5.629,10,60.8,24,2024-02-22 18:00:00,45.04,37.21,52.87,0.944,2.1.0,43120,2024-01-21
FC-004189,Yelahanka,2024-02-23,Ensemble-v4,35.27,37.83,31.04,39.5,6.767,18,47.61,24,2024-02-22 20:00:00,35.27,29.14,41.4,0.932,4.1.0,42910,2024-01-20
FC-004190,BTM Layout,2024-02-23,Ensemble-v4,38.65,36.86,34.01,43.29,4.856,19,52.18,24,2024-02-22 21:00:00,38.65,31.92,45.38,0.951,4.1.0,42897,2024-01-19
FC-004191,Whitefield,2024-02-24,LSTM-v2,36.16,34.12,31.82,40.5,5.979,18,48.82,24,2024-02-23 18:00:00,36.16,29.87,42.45,0.94,2.1.0,43029,2024-01-19
FC-004192,Koramangala,2024-02-24,XGBoost-v3,41.08,43.45,36.15,46.01,5.455,21,55.46,24,2024-02-23 23:00:00,41.08,33.93,48.23,0.945,3.2.1,43118,2024-01-18
FC-004193,Jayanagar,2024-02-24,Ensemble-v4,45.27,45.05,39.84,50.7,0.488,10,61.11,24,2024-02-23 19:00:00,45.27,37.4,53.14,0.995,4.1.0,42910,2024-01-17
FC-004194,Rajajinagar,2024-02-24,XGBoost-v3,41.64,41.02,36.64,46.64,1.511,19,56.21,24,2024-02-23 23:00:00,41.64,34.39,48.89,0.985,3.2.1,43114,2024-01-16
FC-004195,Hebbal,2024-02-24,Prophet-v1,38.59,40.81,33.96,43.22,5.44,10,52.1,24,2024-02-23 20:00:00,38.59,31.88,45.3,0.946,1.4.3,42574,2024-01-15
FC-004196,Electronic City,2024-02-24,XGBoost-v3,39.76,42.45,34.99,44.53,6.337,20,53.68,24,2024-02-23 22:00:00,39.76,32.84,46.68,0.937,3.2.1,43473,2024-01-14
FC-004197,Marathahalli,2024-02-24,Ensemble-v4,50.16,50.67,44.14,56.18,1.007,18,67.72,24,2024-02-23 23:00:00,50.16,41.43,58.89,0.99,4.1.0,43224,2024-01-13
FC-004198,Indiranagar,2024-02-24,LSTM-v2,38.55,36.5,33.92,43.18,5.616,18,52.04,24,2024-02-23 19:00:00,38.55,31.84,45.26,0.944,2.1.0,43120,2024-01-12
