alert_id,meter_id,zone,alert_timestamp,anomaly_type,severity,anomaly_score,status,estimated_loss_units,assigned_inspector,resolution_timestamp,root_cause,model_version,detector_vae_score,detector_eif_score,detector_bocpd_flag,detector_gnn_score,num_detectors_agreeing,shap_feature_1_name,shap_feature_2_name,shap_feature_3_name,shap_feature_1_value,shap_feature_2_value,shap_feature_3_value,suspected_theft_modality,consumption_drop_pct,estimated_daily_loss_inr,recommended_action,days_since_meter_install,alert_reason_code
ALT-002248,BSCM-000159,BTM Layout,2024-07-08 17:00:00,Reverse Energy,Critical,0.6857,Resolved,0.0,INS-0017,2024-07-12T19:00:00,Rodent damage,Ensemble-v1,0.6059,0.7019,False,0.5635,1,z_score_vs_peer,night_ratio,power_factor,0.1309,0.0931,0.0892,meter_slowdown,56.57,296.99,Run accuracy test and compare against calibrated reference meter.,970,PEER_DEVIATION_LOW_USAGE
ALT-002249,BSCM-000283,Koramangala,2024-07-24 03:00:00,Phase Imbalance,Low,0.772,Open,0.0,,,,TheftDetect-v3.0,0.7607,0.7706,True,0.7993,4,load_factor_day,pct_change_1d,voltage_v,0.1735,0.1328,0.0595,phase_cut,70.58,231.37,Dispatch three-phase inspection and validate phase current balance.,1517,PHASE_CURRENT_MISMATCH
ALT-002250,BSCM-000193,Rajajinagar,2023-09-05 14:00:00,Energy Theft,High,0.5777,Open,39.98,,,,Ensemble-v1,0.633,0.4996,True,0.4238,1,night_ratio,power_factor,communication_ok,0.1164,0.1134,0.0707,bypass,48.0,319.84,Dispatch inspector to verify bypass wiring and photograph service entry.,551,THEFT_BYPASS_SIGNATURE
ALT-002251,BSCM-000497,Marathahalli,2023-12-22 17:00:00,Meter Tamper,Critical,0.7763,Open,0.0,,,,TheftDetect-v2.1,0.7686,0.7727,True,0.6534,4,pct_change_1d,voltage_v,z_score_vs_peer,0.135,0.1244,0.0974,tamper,10.26,260.29,"Inspect meter seals, terminal cover, and tamper event register.",1212,METER_TAMPER_EVENT
ALT-002252,BSCM-000039,Hebbal,2024-07-23 23:00:00,Voltage Sag,High,0.5681,Open,0.0,,,,TheftDetect-v2.1,0.6588,0.4695,False,0.6503,2,power_factor,communication_ok,load_factor_day,0.1798,0.0452,0.0592,meter_slowdown,54.51,212.38,Run accuracy test and compare against calibrated reference meter.,1457,PEER_DEVIATION_LOW_USAGE
ALT-002253,BSCM-000070,Whitefield,2024-04-13 02:00:00,Energy Theft,Medium,0.6319,Resolved,138.34,INS-0009,2024-04-16T13:00:00,Phase cut,TheftDetect-v3.0,0.5448,0.7432,True,0.5567,2,voltage_v,z_score_vs_peer,night_ratio,0.1095,0.106,0.0703,bypass,57.56,1106.72,Dispatch inspector to verify bypass wiring and photograph service entry.,866,THEFT_BYPASS_SIGNATURE
ALT-002254,BSCM-000326,Jayanagar,2024-11-30 17:00:00,Overcurrent,Medium,0.6553,Investigating,0.0,INS-0006,,,Ensemble-v1,0.6546,0.5468,False,0.515,1,communication_ok,load_factor_day,pct_change_1d,0.1497,0.1201,0.0895,meter_slowdown,56.28,64.99,Run accuracy test and compare against calibrated reference meter.,1717,PEER_DEVIATION_LOW_USAGE
ALT-002255,BSCM-000245,Electronic City,2024-06-19 01:00:00,Voltage Sag,Low,0.8189,Open,0.0,,,,Ensemble-v1,0.7438,0.8032,True,0.7614,4,z_score_vs_peer,night_ratio,power_factor,0.1366,0.1121,0.0795,meter_slowdown,71.15,262.61,Run accuracy test and compare against calibrated reference meter.,1548,PEER_DEVIATION_LOW_USAGE
ALT-002256,BSCM-000428,Koramangala,2023-02-24 15:00:00,PF Degradation,Medium,0.5739,Investigating,0.0,INS-0020,,,Ensemble-v1,0.5957,0.4905,False,0.5045,1,load_factor_day,pct_change_1d,voltage_v,0.1163,0.0867,0.0541,meter_slowdown,52.31,72.39,Run accuracy test and compare against calibrated reference meter.,247,PEER_DEVIATION_LOW_USAGE
ALT-002257,BSCM-000489,Koramangala,2023-09-10 03:00:00,Meter Tamper,Medium,0.654,Resolved,0.0,INS-0018,2023-09-11T13:00:00,Faulty firmware,TheftDetect-v2.1,0.7072,0.6996,True,0.5474,3,night_ratio,power_factor,communication_ok,0.1544,0.0815,0.0645,tamper,12.34,98.12,"Inspect meter seals, terminal cover, and tamper event register.",545,METER_TAMPER_EVENT
ALT-002258,BSCM-000296,Jayanagar,2023-05-22 14:00:00,Phase Imbalance,Critical,0.8393,Resolved,0.0,INS-0006,2023-05-23T04:00:00,Line fault,TheftDetect-v3.0,0.8141,0.8128,True,0.6867,4,pct_change_1d,voltage_v,z_score_vs_peer,0.164,0.0829,0.1098,phase_cut,72.15,307.95,Dispatch three-phase inspection and validate phase current balance.,437,PHASE_CURRENT_MISMATCH
ALT-002259,BSCM-000132,BTM Layout,2024-02-17 20:00:00,Voltage Sag,Medium,0.7944,Investigating,0.0,INS-0014,,,TheftDetect-v2.1,0.6381,0.7529,True,0.919,3,power_factor,communication_ok,load_factor_day,0.1894,0.1476,0.1068,meter_slowdown,63.26,150.01,Run accuracy test and compare against calibrated reference meter.,640,PEER_DEVIATION_LOW_USAGE
ALT-002260,BSCM-000486,Whitefield,2024-09-02 05:00:00,Reverse Energy,Critical,0.9232,Open,0.0,,,,TheftDetect-v3.0,0.9351,0.9915,True,0.8171,4,voltage_v,z_score_vs_peer,night_ratio,0.1964,0.1476,0.0806,meter_slowdown,78.65,398.93,Run accuracy test and compare against calibrated reference meter.,1256,PEER_DEVIATION_LOW_USAGE
ALT-002261,BSCM-000022,Whitefield,2023-01-09 06:00:00,Energy Theft,Low,0.648,Resolved,161.48,INS-0011,2023-01-13T02:00:00,Faulty firmware,TheftDetect-v3.0,0.6742,0.6504,True,0.466,3,communication_ok,load_factor_day,pct_change_1d,0.1716,0.1356,0.0864,bypass,50.4,1291.84,Dispatch inspector to verify bypass wiring and photograph service entry.,178,THEFT_BYPASS_SIGNATURE
ALT-002262,BSCM-000313,Whitefield,2023-03-15 11:00:00,Meter Tamper,High,0.8932,Resolved,0.0,INS-0005,2023-03-18T17:00:00,Faulty firmware,Ensemble-v1,0.9175,0.9345,True,0.9138,4,z_score_vs_peer,night_ratio,power_factor,0.2305,0.1601,0.1105,tamper,11.13,163.06,"Inspect meter seals, terminal cover, and tamper event register.",124,METER_TAMPER_EVENT
ALT-002263,BSCM-000210,Yelahanka,2023-04-01 01:00:00,Voltage Sag,Medium,0.7568,Investigating,0.0,INS-0020,,,Ensemble-v1,0.8309,0.6783,True,0.7361,4,load_factor_day,pct_change_1d,voltage_v,0.1518,0.114,0.1066,meter_slowdown,63.19,236.18,Run accuracy test and compare against calibrated reference meter.,922,PEER_DEVIATION_LOW_USAGE
ALT-002264,BSCM-000169,Koramangala,2024-10-23 23:00:00,Voltage Sag,Low,0.7556,False Positive,0.0,INS-0007,,,TheftDetect-v2.1,0.6913,0.6432,True,0.6386,2,night_ratio,power_factor,communication_ok,0.1682,0.1192,0.0889,meter_slowdown,61.83,60.76,Run accuracy test and compare against calibrated reference meter.,811,PEER_DEVIATION_LOW_USAGE
ALT-002265,BSCM-000370,Indiranagar,2023-03-22 04:00:00,Phase Imbalance,High,0.9057,Resolved,0.0,INS-0006,2023-03-27T04:00:00,Rodent damage,TheftDetect-v2.1,0.9465,0.9143,True,0.7545,4,pct_change_1d,voltage_v,z_score_vs_peer,0.2038,0.1562,0.099,phase_cut,75.1,439.71,Dispatch three-phase inspection and validate phase current balance.,180,PHASE_CURRENT_MISMATCH
ALT-002266,BSCM-000304,BTM Layout,2023-07-27 00:00:00,Energy Theft,Medium,0.8269,Resolved,112.49,INS-0002,2023-07-28T18:00:00,Faulty firmware,TheftDetect-v3.0,0.8985,0.8014,True,0.8,4,power_factor,communication_ok,load_factor_day,0.1974,0.1516,0.1081,bypass,71.27,899.92,Dispatch inspector to verify bypass wiring and photograph service entry.,414,THEFT_BYPASS_SIGNATURE
ALT-002267,BSCM-000463,Whitefield,2023-05-17 12:00:00,Overcurrent,High,0.8906,False Positive,0.0,INS-0004,,,Ensemble-v1,0.7839,0.9407,True,0.7897,4,voltage_v,z_score_vs_peer,night_ratio,0.1963,0.1489,0.1084,meter_slowdown,79.89,74.18,Run accuracy test and compare against calibrated reference meter.,998,PEER_DEVIATION_LOW_USAGE
ALT-002268,BSCM-000339,Electronic City,2024-11-11 12:00:00,Meter Tamper,Medium,0.6927,Resolved,0.0,INS-0003,2024-11-14T12:00:00,Faulty firmware,TheftDetect-v2.1,0.7119,0.6863,True,0.504,3,communication_ok,load_factor_day,pct_change_1d,0.1571,0.1329,0.1099,tamper,10.37,254.5,"Inspect meter seals, terminal cover, and tamper event register.",1487,METER_TAMPER_EVENT
ALT-002269,BSCM-000292,Electronic City,2024-09-14 01:00:00,Voltage Sag,Low,0.6822,Resolved,0.0,INS-0007,2024-09-16T11:00:00,External surge,Ensemble-v1,0.6519,0.6986,False,0.755,3,z_score_vs_peer,night_ratio,power_factor,0.144,0.1032,0.0894,meter_slowdown,62.08,366.72,Run accuracy test and compare against calibrated reference meter.,1198,PEER_DEVIATION_LOW_USAGE
ALT-002270,BSCM-000309,Marathahalli,2023-01-17 19:00:00,Meter Tamper,Low,0.6916,Resolved,0.0,INS-0003,2023-01-19T06:00:00,Rodent damage,Ensemble-v1,0.6867,0.5617,True,0.6075,2,load_factor_day,pct_change_1d,voltage_v,0.155,0.0907,0.0784,tamper,11.74,333.55,"Inspect meter seals, terminal cover, and tamper event register.",358,METER_TAMPER_EVENT
ALT-002271,BSCM-000316,Yelahanka,2023-07-03 23:00:00,Communication Loss,Critical,0.7129,Open,0.0,,,,Ensemble-v1,0.7338,0.864,False,0.7607,3,night_ratio,power_factor,communication_ok,0.1893,0.1128,0.0608,meter_slowdown,60.0,141.47,Run accuracy test and compare against calibrated reference meter.,372,PEER_DEVIATION_LOW_USAGE
ALT-002272,BSCM-000182,Electronic City,2023-01-14 21:00:00,Phase Imbalance,Low,0.8859,Open,0.0,,,,TheftDetect-v2.1,0.8567,0.8728,True,0.8925,4,pct_change_1d,voltage_v,z_score_vs_peer,0.2111,0.1458,0.0887,phase_cut,67.44,152.76,Dispatch three-phase inspection and validate phase current balance.,944,PHASE_CURRENT_MISMATCH
ALT-002273,BSCM-000067,Electronic City,2024-05-03 08:00:00,PF Degradation,Low,0.6904,Resolved,0.0,INS-0009,2024-05-06T16:00:00,Phase cut,TheftDetect-v3.0,0.6499,0.7462,False,0.5668,1,power_factor,communication_ok,load_factor_day,0.1694,0.0864,0.0544,meter_slowdown,58.0,258.4,Run accuracy test and compare against calibrated reference meter.,813,PEER_DEVIATION_LOW_USAGE
ALT-002274,BSCM-000310,Indiranagar,2023-05-07 12:00:00,Phase Imbalance,Medium,0.9755,Investigating,0.0,INS-0016,,,TheftDetect-v2.1,0.9775,0.9086,True,0.9515,4,voltage_v,z_score_vs_peer,night_ratio,0.2327,0.1293,0.1041,phase_cut,84.31,455.21,Dispatch three-phase inspection and validate phase current balance.,835,PHASE_CURRENT_MISMATCH
ALT-002275,BSCM-000042,Jayanagar,2023-03-15 14:00:00,Voltage Sag,Medium,0.7751,Open,0.0,,,,Ensemble-v1,0.7099,0.7997,True,0.6632,4,communication_ok,load_factor_day,pct_change_1d,0.1667,0.133,0.0992,meter_slowdown,64.25,193.91,Run accuracy test and compare against calibrated reference meter.,819,PEER_DEVIATION_LOW_USAGE
ALT-002276,BSCM-000274,Yelahanka,2023-01-24 04:00:00,Meter Tamper,Low,0.6329,Resolved,0.0,INS-0012,2023-01-27T15:00:00,,Ensemble-v1,0.5678,0.5287,True,0.4573,1,z_score_vs_peer,night_ratio,power_factor,0.1472,0.0931,0.0696,tamper,1.94,179.24,"Inspect meter seals, terminal cover, and tamper event register.",466,METER_TAMPER_EVENT
ALT-002277,BSCM-000186,Rajajinagar,2023-01-11 01:00:00,Overcurrent,Low,0.7418,Resolved,0.0,INS-0009,2023-01-15T21:00:00,Faulty firmware,TheftDetect-v3.0,0.7826,0.778,True,0.6508,4,load_factor_day,pct_change_1d,voltage_v,0.1361,0.1154,0.0969,meter_slowdown,60.46,99.61,Run accuracy test and compare against calibrated reference meter.,214,PEER_DEVIATION_LOW_USAGE
ALT-002278,BSCM-000012,Yelahanka,2024-06-12 23:00:00,PF Degradation,Critical,0.8076,False Positive,0.0,INS-0010,,,TheftDetect-v3.0,0.7387,0.7791,True,0.7643,4,night_ratio,power_factor,communication_ok,0.2094,0.122,0.0939,meter_slowdown,65.1,122.62,Run accuracy test and compare against calibrated reference meter.,1553,PEER_DEVIATION_LOW_USAGE
ALT-002279,BSCM-000407,Electronic City,2023-03-24 14:00:00,Energy Theft,Critical,0.6252,Investigating,94.73,INS-0013,,,TheftDetect-v2.1,0.6652,0.6275,True,0.549,2,pct_change_1d,voltage_v,z_score_vs_peer,0.068,0.1304,0.0627,bypass,49.57,757.84,Dispatch inspector to verify bypass wiring and photograph service entry.,150,THEFT_BYPASS_SIGNATURE
ALT-002280,BSCM-000157,Indiranagar,2023-02-06 05:00:00,Reverse Energy,Low,0.6581,Investigating,0.0,INS-0013,,,Ensemble-v1,0.6859,0.7139,False,0.5879,2,power_factor,communication_ok,load_factor_day,0.1426,0.1305,0.0737,meter_slowdown,59.05,84.4,Run accuracy test and compare against calibrated reference meter.,926,PEER_DEVIATION_LOW_USAGE
ALT-002281,BSCM-000198,Whitefield,2024-10-04 03:00:00,Communication Loss,High,0.5942,Investigating,0.0,INS-0012,,,Ensemble-v1,0.4907,0.4956,False,0.6351,1,voltage_v,z_score_vs_peer,night_ratio,0.1592,0.0703,0.0724,meter_slowdown,52.42,103.96,Run accuracy test and compare against calibrated reference meter.,912,PEER_DEVIATION_LOW_USAGE
ALT-002282,BSCM-000140,Koramangala,2023-03-17 06:00:00,Energy Theft,Critical,0.5738,Open,67.22,,,,TheftDetect-v3.0,0.5331,0.519,True,0.5452,1,communication_ok,load_factor_day,pct_change_1d,0.0921,0.0812,0.0652,bypass,53.04,537.76,Dispatch inspector to verify bypass wiring and photograph service entry.,143,THEFT_BYPASS_SIGNATURE
ALT-002283,BSCM-000284,Hebbal,2024-11-30 13:00:00,Meter Tamper,High,0.9229,Investigating,0.0,INS-0013,,,Ensemble-v1,0.9945,0.9595,True,0.7754,4,z_score_vs_peer,night_ratio,power_factor,0.213,0.1647,0.1038,tamper,5.24,266.39,"Inspect meter seals, terminal cover, and tamper event register.",1352,METER_TAMPER_EVENT
ALT-002284,BSCM-000416,Rajajinagar,2023-11-28 19:00:00,Communication Loss,High,0.7307,Resolved,0.0,INS-0012,2023-12-01T18:00:00,Phase cut,TheftDetect-v3.0,0.6718,0.8986,True,0.7202,4,load_factor_day,pct_change_1d,voltage_v,0.1437,0.129,0.0688,meter_slowdown,66.53,74.12,Run accuracy test and compare against calibrated reference meter.,560,PEER_DEVIATION_LOW_USAGE
ALT-002285,BSCM-000112,Jayanagar,2023-01-27 05:00:00,Communication Loss,Low,0.7284,Investigating,0.0,INS-0015,,,TheftDetect-v2.1,0.7005,0.7174,True,0.683,4,night_ratio,power_factor,communication_ok,0.151,0.1157,0.0736,meter_slowdown,65.75,229.37,Run accuracy test and compare against calibrated reference meter.,153,PEER_DEVIATION_LOW_USAGE
ALT-002286,BSCM-000405,Yelahanka,2023-10-11 17:00:00,Meter Tamper,Low,0.9599,Open,0.0,,,,TheftDetect-v2.1,0.9876,1.0,True,0.6894,4,pct_change_1d,voltage_v,z_score_vs_peer,0.2348,0.1308,0.1395,tamper,13.09,495.77,"Inspect meter seals, terminal cover, and tamper event register.",325,METER_TAMPER_EVENT
ALT-002287,BSCM-000101,Indiranagar,2024-04-14 20:00:00,Communication Loss,Medium,0.7397,False Positive,0.0,INS-0019,,,TheftDetect-v2.1,0.7867,0.7311,True,0.7087,4,power_factor,communication_ok,load_factor_day,0.1677,0.1047,0.0998,meter_slowdown,63.27,67.68,Run accuracy test and compare against calibrated reference meter.,1421,PEER_DEVIATION_LOW_USAGE
ALT-002288,BSCM-000289,Jayanagar,2023-03-19 00:00:00,Overcurrent,High,0.5766,Open,0.0,,,,TheftDetect-v3.0,0.5615,0.732,False,0.5675,1,voltage_v,z_score_vs_peer,night_ratio,0.076,0.0819,0.0413,meter_slowdown,49.96,217.13,Run accuracy test and compare against calibrated reference meter.,921,PEER_DEVIATION_LOW_USAGE
ALT-002289,BSCM-000487,Marathahalli,2023-09-16 14:00:00,Communication Loss,High,0.7568,False Positive,0.0,INS-0006,,,TheftDetect-v2.1,0.7209,0.617,True,0.6947,3,communication_ok,load_factor_day,pct_change_1d,0.1421,0.1266,0.0477,meter_slowdown,70.11,357.85,Run accuracy test and compare against calibrated reference meter.,497,PEER_DEVIATION_LOW_USAGE
ALT-002290,BSCM-000370,Indiranagar,2023-12-23 08:00:00,Phase Imbalance,Low,0.7944,Resolved,0.0,INS-0019,2023-12-24T06:00:00,Line fault,TheftDetect-v2.1,0.8797,0.802,True,0.7877,4,z_score_vs_peer,night_ratio,power_factor,0.1992,0.1612,0.0885,phase_cut,61.31,180.21,Dispatch three-phase inspection and validate phase current balance.,456,PHASE_CURRENT_MISMATCH
ALT-002291,BSCM-000414,Yelahanka,2023-05-19 10:00:00,Energy Theft,High,0.7355,Open,482.69,,,,TheftDetect-v3.0,0.8398,0.6055,True,0.6281,2,load_factor_day,pct_change_1d,voltage_v,0.173,0.1039,0.0943,bypass,58.47,3861.52,Dispatch inspector to verify bypass wiring and photograph service entry.,1076,THEFT_BYPASS_SIGNATURE
ALT-002292,BSCM-000088,Koramangala,2023-02-02 23:00:00,Communication Loss,Low,0.5865,Open,0.0,,,,Ensemble-v1,0.6452,0.386,False,0.5721,1,night_ratio,power_factor,communication_ok,0.1727,0.0733,0.0567,meter_slowdown,51.51,58.87,Run accuracy test and compare against calibrated reference meter.,825,PEER_DEVIATION_LOW_USAGE
ALT-002293,BSCM-000040,Hebbal,2024-12-30 00:00:00,Overcurrent,Medium,0.9497,Resolved,0.0,INS-0006,2024-12-30T23:00:00,External surge,Ensemble-v1,0.9548,0.9735,True,0.7476,4,pct_change_1d,voltage_v,z_score_vs_peer,0.251,0.1498,0.1198,meter_slowdown,79.46,363.39,Run accuracy test and compare against calibrated reference meter.,1097,PEER_DEVIATION_LOW_USAGE
ALT-002294,BSCM-000167,Jayanagar,2023-03-07 20:00:00,Communication Loss,Medium,0.9211,Investigating,0.0,INS-0002,,,Ensemble-v1,0.8726,0.9323,True,0.8614,4,power_factor,communication_ok,load_factor_day,0.1941,0.168,0.1022,meter_slowdown,69.58,312.76,Run accuracy test and compare against calibrated reference meter.,548,PEER_DEVIATION_LOW_USAGE
ALT-002295,BSCM-000436,Rajajinagar,2024-10-17 15:00:00,PF Degradation,Medium,0.603,Resolved,0.0,INS-0003,2024-10-20T21:00:00,Meter bypass,TheftDetect-v2.1,0.5532,0.5802,False,0.6993,1,voltage_v,z_score_vs_peer,night_ratio,0.1952,0.0675,0.0639,meter_slowdown,56.56,113.22,Run accuracy test and compare against calibrated reference meter.,884,PEER_DEVIATION_LOW_USAGE
ALT-002296,BSCM-000498,Indiranagar,2024-03-08 22:00:00,Reverse Energy,Critical,0.9689,False Positive,0.0,INS-0014,,,TheftDetect-v3.0,1.0,0.9604,True,0.8039,4,communication_ok,load_factor_day,pct_change_1d,0.2138,0.1841,0.1179,meter_slowdown,80.09,456.22,Run accuracy test and compare against calibrated reference meter.,1454,PEER_DEVIATION_LOW_USAGE
ALT-002297,BSCM-000254,Whitefield,2024-01-20 18:00:00,Reverse Energy,Low,0.9377,Resolved,0.0,INS-0005,2024-01-21T00:00:00,Phase cut,Ensemble-v1,0.9628,1.0,True,0.7939,4,z_score_vs_peer,night_ratio,power_factor,0.1822,0.1466,0.0952,meter_slowdown,76.94,399.17,Run accuracy test and compare against calibrated reference meter.,965,PEER_DEVIATION_LOW_USAGE
ALT-002298,BSCM-000198,Whitefield,2023-08-06 03:00:00,Phase Imbalance,Medium,0.8515,Open,0.0,,,,TheftDetect-v2.1,0.9356,0.8308,True,0.7241,4,load_factor_day,pct_change_1d,voltage_v,0.1715,0.1216,0.0894,phase_cut,70.11,178.75,Dispatch three-phase inspection and validate phase current balance.,487,PHASE_CURRENT_MISMATCH
ALT-002299,BSCM-000159,BTM Layout,2023-12-01 07:00:00,Overcurrent,Critical,0.8011,Resolved,0.0,INS-0019,2023-12-04T23:00:00,Meter bypass,Ensemble-v1,0.8401,0.8419,True,0.74,4,night_ratio,power_factor,communication_ok,0.1198,0.0962,0.0982,meter_slowdown,67.83,347.74,Run accuracy test and compare against calibrated reference meter.,750,PEER_DEVIATION_LOW_USAGE
ALT-002300,BSCM-000091,Electronic City,2023-05-05 17:00:00,Energy Theft,Low,0.7159,Investigating,401.49,INS-0019,,,TheftDetect-v3.0,0.6257,0.664,True,0.5841,2,pct_change_1d,voltage_v,z_score_vs_peer,0.1977,0.1287,0.0783,bypass,57.22,3211.92,Dispatch inspector to verify bypass wiring and photograph service entry.,974,THEFT_BYPASS_SIGNATURE
ALT-002301,BSCM-000374,Marathahalli,2023-05-05 20:00:00,Meter Tamper,Medium,0.758,Resolved,0.0,INS-0002,2023-05-06T18:00:00,Faulty firmware,Ensemble-v1,0.8211,0.7816,True,0.7238,4,power_factor,communication_ok,load_factor_day,0.2066,0.1179,0.112,tamper,4.57,301.21,"Inspect meter seals, terminal cover, and tamper event register.",177,METER_TAMPER_EVENT
ALT-002302,BSCM-000158,Electronic City,2024-11-20 03:00:00,Voltage Sag,Medium,0.8927,Investigating,0.0,INS-0001,,,Ensemble-v1,0.8328,0.8736,True,0.8681,4,voltage_v,z_score_vs_peer,night_ratio,0.171,0.1462,0.1086,meter_slowdown,71.25,121.15,Run accuracy test and compare against calibrated reference meter.,979,PEER_DEVIATION_LOW_USAGE
ALT-002303,BSCM-000492,Whitefield,2024-08-31 11:00:00,Reverse Energy,Low,0.6489,Open,0.0,,,,Ensemble-v1,0.6259,0.6161,False,0.639,1,communication_ok,load_factor_day,pct_change_1d,0.1371,0.0858,0.0808,meter_slowdown,59.65,263.03,Run accuracy test and compare against calibrated reference meter.,1133,PEER_DEVIATION_LOW_USAGE
ALT-002304,BSCM-000080,Marathahalli,2024-06-24 10:00:00,PF Degradation,Low,0.609,Resolved,0.0,INS-0011,2024-06-25T05:00:00,Phase cut,Ensemble-v1,0.624,0.7545,False,0.4439,1,z_score_vs_peer,night_ratio,power_factor,0.1364,0.0911,0.0662,meter_slowdown,55.28,117.06,Run accuracy test and compare against calibrated reference meter.,637,PEER_DEVIATION_LOW_USAGE
ALT-002305,BSCM-000231,Rajajinagar,2024-09-04 09:00:00,Phase Imbalance,Critical,0.9033,Resolved,0.0,INS-0013,2024-09-07T17:00:00,,TheftDetect-v3.0,1.0,0.9975,True,0.8875,4,load_factor_day,pct_change_1d,voltage_v,0.1747,0.1348,0.1125,phase_cut,74.47,315.31,Dispatch three-phase inspection and validate phase current balance.,681,PHASE_CURRENT_MISMATCH
ALT-002306,BSCM-000256,Electronic City,2023-03-19 21:00:00,Meter Tamper,Medium,0.9865,Resolved,0.0,INS-0005,2023-03-22T15:00:00,Phase cut,TheftDetect-v3.0,1.0,0.9974,True,0.9541,4,night_ratio,power_factor,communication_ok,0.1732,0.1558,0.1037,tamper,3.55,158.88,"Inspect meter seals, terminal cover, and tamper event register.",514,METER_TAMPER_EVENT
ALT-002307,BSCM-000479,Marathahalli,2023-02-20 13:00:00,Communication Loss,Critical,0.6244,Open,0.0,,,,TheftDetect-v2.1,0.6608,0.4401,False,0.6389,1,pct_change_1d,voltage_v,z_score_vs_peer,0.1321,0.0865,0.0729,meter_slowdown,55.98,263.0,Run accuracy test and compare against calibrated reference meter.,843,PEER_DEVIATION_LOW_USAGE
ALT-002308,BSCM-000141,Whitefield,2023-11-08 00:00:00,Voltage Sag,Low,0.6833,Resolved,0.0,INS-0007,2023-11-09T05:00:00,External surge,Ensemble-v1,0.6723,0.6544,False,0.6569,3,power_factor,communication_ok,load_factor_day,0.1423,0.0786,0.0614,meter_slowdown,56.82,74.22,Run accuracy test and compare against calibrated reference meter.,1320,PEER_DEVIATION_LOW_USAGE
ALT-002309,BSCM-000262,Koramangala,2024-01-14 13:00:00,Voltage Sag,Low,0.7961,Open,0.0,,,,TheftDetect-v3.0,0.8282,1.0,True,0.7421,4,voltage_v,z_score_vs_peer,night_ratio,0.1654,0.1819,0.1032,meter_slowdown,61.99,125.58,Run accuracy test and compare against calibrated reference meter.,460,PEER_DEVIATION_LOW_USAGE
ALT-002310,BSCM-000198,Whitefield,2023-02-27 08:00:00,Reverse Energy,High,0.9494,Investigating,0.0,INS-0017,,,TheftDetect-v3.0,1.0,0.9309,True,0.9293,4,communication_ok,load_factor_day,pct_change_1d,0.2144,0.1246,0.1088,meter_slowdown,83.12,158.12,Run accuracy test and compare against calibrated reference meter.,327,PEER_DEVIATION_LOW_USAGE
ALT-002311,BSCM-000051,Whitefield,2023-09-04 08:00:00,PF Degradation,Low,0.6846,Investigating,0.0,INS-0011,,,Ensemble-v1,0.6654,0.7729,False,0.7666,3,z_score_vs_peer,night_ratio,power_factor,0.1863,0.1132,0.105,meter_slowdown,60.72,68.07,Run accuracy test and compare against calibrated reference meter.,304,PEER_DEVIATION_LOW_USAGE
ALT-002312,BSCM-000261,Electronic City,2024-02-03 19:00:00,Energy Theft,Medium,0.7125,Open,180.81,,,,Ensemble-v1,0.8202,0.8279,True,0.5889,3,load_factor_day,pct_change_1d,voltage_v,0.1492,0.0786,0.1143,bypass,63.95,1446.48,Dispatch inspector to verify bypass wiring and photograph service entry.,1093,THEFT_BYPASS_SIGNATURE
ALT-002313,BSCM-000439,Indiranagar,2024-07-10 12:00:00,Phase Imbalance,Low,0.6615,Resolved,0.0,INS-0012,2024-07-13T19:00:00,,TheftDetect-v3.0,0.6753,0.679,True,0.6877,4,night_ratio,power_factor,communication_ok,0.1498,0.0659,0.0842,phase_cut,57.34,357.9,Dispatch three-phase inspection and validate phase current balance.,1030,PHASE_CURRENT_MISMATCH
ALT-002314,BSCM-000008,Electronic City,2024-12-14 12:00:00,Energy Theft,Medium,0.6258,Resolved,264.32,INS-0014,2024-12-19T00:00:00,Meter bypass,Ensemble-v1,0.6557,0.5585,True,0.5759,2,pct_change_1d,voltage_v,z_score_vs_peer,0.1558,0.1021,0.0699,bypass,58.64,2114.56,Dispatch inspector to verify bypass wiring and photograph service entry.,1786,THEFT_BYPASS_SIGNATURE
ALT-002315,BSCM-000262,Koramangala,2023-10-06 21:00:00,PF Degradation,Low,0.9177,Investigating,0.0,INS-0001,,,TheftDetect-v2.1,0.9577,0.7229,True,0.821,4,power_factor,communication_ok,load_factor_day,0.2157,0.1503,0.0868,meter_slowdown,76.84,444.62,Run accuracy test and compare against calibrated reference meter.,360,PEER_DEVIATION_LOW_USAGE
ALT-002316,BSCM-000228,Indiranagar,2023-12-30 08:00:00,Overcurrent,Critical,0.8288,False Positive,0.0,INS-0012,,,Ensemble-v1,0.8541,0.8835,True,0.6469,3,voltage_v,z_score_vs_peer,night_ratio,0.167,0.1578,0.1047,meter_slowdown,63.72,68.64,Run accuracy test and compare against calibrated reference meter.,437,PEER_DEVIATION_LOW_USAGE
ALT-002317,BSCM-000108,Koramangala,2023-09-02 17:00:00,Reverse Energy,Medium,0.968,Investigating,0.0,INS-0006,,,TheftDetect-v2.1,1.0,0.9028,True,0.8529,4,communication_ok,load_factor_day,pct_change_1d,0.2154,0.1629,0.1096,meter_slowdown,84.33,131.07,Run accuracy test and compare against calibrated reference meter.,1056,PEER_DEVIATION_LOW_USAGE
