audit_id,meter_id,zone,action_timestamp,action_type,inspector_id,outcome,remarks,fine_inr,follow_up_date,related_alert_id
AUD-0002937,BSCM-000217,Marathahalli,2024-06-14 07:00:00,Reconnection,INS-0011,Pass,,0.0,,
AUD-0002938,BSCM-000176,Hebbal,2024-06-17 17:00:00,Meter Replacement,INS-0008,Pass,Bypass wire found,0.0,,
AUD-0002939,BSCM-000303,Yelahanka,2024-02-28 07:00:00,Disconnection Order,INS-0015,Pending,,0.0,2024-04-08,
AUD-0002940,BSCM-000249,Jayanagar,2023-10-10 16:00:00,FIR Filed,INS-0018,Pass,Meter dead — replaced,0.0,,ALT-001402
AUD-0002941,BSCM-000141,Whitefield,2024-12-07 05:00:00,Reconnection,INS-0008,Pass,Normal reading verified,0.0,,
AUD-0002942,BSCM-000347,Koramangala,2024-06-22 16:00:00,Reading Correction,INS-0003,Pass,Meter seal intact,0.0,,
AUD-0002943,BSCM-000108,Koramangala,2023-10-07 23:00:00,Meter Replacement,INS-0008,Pass,Consumer cooperative,0.0,,
AUD-0002944,BSCM-000126,BTM Layout,2024-05-03 04:00:00,Reconnection,INS-0018,Fail,,0.0,,
AUD-0002945,BSCM-000455,Indiranagar,2023-05-16 03:00:00,Reading Correction,INS-0005,Pass,Normal reading verified,0.0,,
AUD-0002946,BSCM-000445,Hebbal,2024-06-15 06:00:00,Seal Verification,INS-0020,Pending,Bypass wire found,0.0,2024-08-12,
AUD-0002947,BSCM-000092,Whitefield,2024-12-18 21:00:00,Reading Correction,INS-0008,Pass,Normal reading verified,0.0,,
AUD-0002948,BSCM-000338,Rajajinagar,2024-11-21 03:00:00,Disconnection Order,INS-0014,Pass,Seal broken — theft suspected,0.0,,
AUD-0002949,BSCM-000081,Electronic City,2024-07-18 21:00:00,Field Inspection,INS-0001,Pass,Meter dead — replaced,0.0,,ALT-001116
AUD-0002950,BSCM-000421,Jayanagar,2023-12-03 12:00:00,Field Inspection,INS-0006,Pass,Meter seal intact,0.0,,ALT-001053
AUD-0002951,BSCM-000172,Jayanagar,2024-10-11 04:00:00,Seal Verification,INS-0001,Pass,Meter seal intact,0.0,,
AUD-0002952,BSCM-000214,Hebbal,2024-05-13 06:00:00,Tariff Update,INS-0010,Fail,Meter seal intact,0.0,,
AUD-0002953,BSCM-000471,Electronic City,2024-03-24 13:00:00,Notice Issued,INS-0012,Fail,Meter seal intact,814.12,,
AUD-0002954,BSCM-000423,Yelahanka,2023-08-20 21:00:00,Meter Replacement,INS-0007,Pass,,0.0,,
AUD-0002955,BSCM-000295,Hebbal,2023-08-17 11:00:00,FIR Filed,INS-0018,Pass,Seal broken — theft suspected,0.0,,ALT-000938
AUD-0002956,BSCM-000185,Whitefield,2024-01-13 19:00:00,Tariff Update,INS-0018,Pass,Consumer cooperative,0.0,,
AUD-0002957,BSCM-000324,Jayanagar,2024-10-24 05:00:00,Physical Audit,INS-0004,Fail,,0.0,,
AUD-0002958,BSCM-000222,Marathahalli,2023-04-05 19:00:00,Notice Issued,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0002959,BSCM-000439,Indiranagar,2024-06-15 16:00:00,Seal Verification,INS-0011,Pass,Seal broken — theft suspected,0.0,,
AUD-0002960,BSCM-000055,Jayanagar,2023-07-30 00:00:00,Disconnection Order,INS-0003,Pass,Consumer cooperative,0.0,,
AUD-0002961,BSCM-000165,Jayanagar,2023-03-11 20:00:00,FIR Filed,INS-0010,Pending,Seal broken — theft suspected,0.0,2023-05-07,ALT-001931
AUD-0002962,BSCM-000056,Rajajinagar,2023-06-05 08:00:00,Physical Audit,INS-0015,Pass,Consumer cooperative,0.0,,
AUD-0002963,BSCM-000475,Jayanagar,2024-11-18 19:00:00,Reading Correction,INS-0015,Pending,Consumer cooperative,0.0,2025-01-15,
AUD-0002964,BSCM-000052,Hebbal,2023-12-17 15:00:00,Meter Replacement,INS-0003,Fail,Meter dead — replaced,0.0,,
AUD-0002965,BSCM-000019,Indiranagar,2024-12-08 09:00:00,Tariff Update,INS-0006,Pass,,0.0,,
AUD-0002966,BSCM-000069,Koramangala,2024-04-17 19:00:00,Physical Audit,INS-0019,Fail,Normal reading verified,0.0,,
AUD-0002967,BSCM-000280,Jayanagar,2023-09-26 05:00:00,Tariff Update,INS-0005,Pending,Meter seal intact,0.0,2023-11-12,
AUD-0002968,BSCM-000384,Hebbal,2023-12-16 05:00:00,Reconnection,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0002969,BSCM-000351,Whitefield,2023-12-27 13:00:00,Disconnection Order,INS-0017,Pending,Meter seal intact,0.0,2024-02-14,
AUD-0002970,BSCM-000460,Jayanagar,2024-08-30 23:00:00,Tariff Update,INS-0013,Pass,Seal broken — theft suspected,0.0,,
AUD-0002971,BSCM-000406,Whitefield,2024-04-09 07:00:00,Notice Issued,INS-0005,Fail,Meter dead — replaced,14382.05,,
AUD-0002972,BSCM-000169,Koramangala,2024-07-07 09:00:00,Field Inspection,INS-0012,Pass,,0.0,,ALT-000900
AUD-0002973,BSCM-000470,Koramangala,2023-04-12 03:00:00,Tariff Update,INS-0019,Escalated,No access to premises,0.0,2023-06-11,
AUD-0002974,BSCM-000141,Whitefield,2024-12-07 16:00:00,Tariff Update,INS-0019,Pass,Meter dead — replaced,0.0,,
AUD-0002975,BSCM-000010,Jayanagar,2023-11-21 21:00:00,Reading Correction,INS-0004,Pending,Meter seal intact,0.0,2024-01-06,
AUD-0002976,BSCM-000199,Jayanagar,2024-06-07 20:00:00,Notice Issued,INS-0012,Pass,Normal reading verified,0.0,,
AUD-0002977,BSCM-000329,Jayanagar,2023-05-04 06:00:00,Tariff Update,INS-0006,Pending,Normal reading verified,0.0,2023-06-05,
AUD-0002978,BSCM-000481,Jayanagar,2023-09-11 08:00:00,Reconnection,INS-0014,Fail,Meter seal intact,0.0,,
AUD-0002979,BSCM-000134,Hebbal,2023-03-20 18:00:00,Notice Issued,INS-0016,Pass,Meter seal intact,0.0,,
AUD-0002980,BSCM-000270,Koramangala,2024-09-08 00:00:00,Physical Audit,INS-0016,Pass,Seal broken — theft suspected,0.0,,
AUD-0002981,BSCM-000221,Yelahanka,2023-07-23 10:00:00,FIR Filed,INS-0001,Fail,Consumer cooperative,12379.52,,ALT-001935
AUD-0002982,BSCM-000437,Electronic City,2023-10-14 10:00:00,Reconnection,INS-0015,Pass,No access to premises,0.0,,
AUD-0002983,BSCM-000138,Yelahanka,2024-11-17 22:00:00,Notice Issued,INS-0016,Fail,No access to premises,20968.31,,
AUD-0002984,BSCM-000386,Hebbal,2024-08-13 22:00:00,Physical Audit,INS-0016,Pending,Meter seal intact,0.0,2024-09-11,
AUD-0002985,BSCM-000006,Rajajinagar,2024-01-20 07:00:00,Reading Correction,INS-0017,Fail,Consumer cooperative,0.0,,
AUD-0002986,BSCM-000282,Hebbal,2024-05-29 17:00:00,Reconnection,INS-0016,Pass,Consumer cooperative,0.0,,
AUD-0002987,BSCM-000475,Jayanagar,2024-06-01 14:00:00,Disconnection Order,INS-0018,Escalated,Consumer cooperative,0.0,2024-07-19,
AUD-0002988,BSCM-000421,Jayanagar,2023-09-09 15:00:00,Reading Correction,INS-0006,Pass,Meter dead — replaced,0.0,,
AUD-0002989,BSCM-000340,Yelahanka,2024-02-25 18:00:00,Field Inspection,INS-0006,Fail,Bypass wire found,0.0,,ALT-000802
AUD-0002990,BSCM-000090,Yelahanka,2023-06-06 19:00:00,Physical Audit,INS-0003,Fail,Meter dead — replaced,0.0,,
AUD-0002991,BSCM-000195,Koramangala,2023-01-02 23:00:00,Field Inspection,INS-0001,Pass,Consumer cooperative,0.0,,ALT-001188
AUD-0002992,BSCM-000062,Marathahalli,2023-05-31 06:00:00,Disconnection Order,INS-0019,Pass,,0.0,,
AUD-0002993,BSCM-000319,Marathahalli,2023-08-11 19:00:00,Reconnection,INS-0020,Pending,Consumer cooperative,0.0,2023-10-04,
AUD-0002994,BSCM-000446,Whitefield,2023-12-29 23:00:00,Tariff Update,INS-0020,Pass,Bypass wire found,0.0,,
AUD-0002995,BSCM-000410,Indiranagar,2023-02-11 10:00:00,Physical Audit,INS-0017,Pass,Normal reading verified,0.0,,
AUD-0002996,BSCM-000007,Jayanagar,2024-12-28 17:00:00,Seal Verification,INS-0011,Pass,Meter seal intact,0.0,,
AUD-0002997,BSCM-000153,Indiranagar,2024-11-14 23:00:00,FIR Filed,INS-0013,Pass,Consumer cooperative,0.0,,ALT-003050
AUD-0002998,BSCM-000450,Yelahanka,2023-09-29 04:00:00,Tariff Update,INS-0001,Pass,Seal broken — theft suspected,0.0,,
AUD-0002999,BSCM-000129,Hebbal,2023-06-02 13:00:00,Meter Replacement,INS-0012,Fail,,0.0,,
AUD-0003000,BSCM-000296,Jayanagar,2023-11-05 13:00:00,Notice Issued,INS-0015,Fail,Bypass wire found,18015.93,,
AUD-0003001,BSCM-000336,Rajajinagar,2023-12-14 01:00:00,Notice Issued,INS-0006,Escalated,Seal broken — theft suspected,0.0,2023-12-28,
AUD-0003002,BSCM-000250,Rajajinagar,2024-11-22 06:00:00,Reconnection,INS-0010,Pass,Meter seal intact,0.0,,
AUD-0003003,BSCM-000375,BTM Layout,2024-07-13 11:00:00,Reconnection,INS-0009,Pass,Normal reading verified,0.0,,
AUD-0003004,BSCM-000214,Hebbal,2024-09-30 15:00:00,Notice Issued,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0003005,BSCM-000295,Hebbal,2024-02-16 19:00:00,FIR Filed,INS-0003,Pass,Seal broken — theft suspected,0.0,,ALT-000331
AUD-0003006,BSCM-000033,Jayanagar,2023-11-29 21:00:00,Tariff Update,INS-0017,Pass,,0.0,,
AUD-0003007,BSCM-000381,Indiranagar,2023-12-25 00:00:00,Reconnection,INS-0007,Pass,Normal reading verified,0.0,,
AUD-0003008,BSCM-000123,Jayanagar,2024-03-23 01:00:00,Reconnection,INS-0004,Pending,Meter dead — replaced,0.0,2024-03-30,
AUD-0003009,BSCM-000272,Whitefield,2024-12-25 21:00:00,Reconnection,INS-0015,Pending,Seal broken — theft suspected,0.0,2025-01-08,
AUD-0003010,BSCM-000363,Jayanagar,2024-07-30 08:00:00,Notice Issued,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0003011,BSCM-000304,BTM Layout,2023-09-14 15:00:00,Disconnection Order,INS-0004,Escalated,Bypass wire found,0.0,2023-10-05,
AUD-0003012,BSCM-000002,Whitefield,2023-06-02 21:00:00,Seal Verification,INS-0007,Fail,Seal broken — theft suspected,0.0,,
AUD-0003013,BSCM-000210,Yelahanka,2023-01-06 00:00:00,Physical Audit,INS-0007,Fail,Seal broken — theft suspected,0.0,,
AUD-0003014,BSCM-000310,Indiranagar,2024-04-16 16:00:00,Seal Verification,INS-0020,Fail,Seal broken — theft suspected,0.0,,
AUD-0003015,BSCM-000003,Yelahanka,2024-02-28 04:00:00,Reading Correction,INS-0002,Pass,,0.0,,
AUD-0003016,BSCM-000459,Marathahalli,2023-11-15 12:00:00,Reconnection,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0003017,BSCM-000365,Rajajinagar,2023-05-08 13:00:00,Reconnection,INS-0010,Escalated,Normal reading verified,0.0,2023-06-06,
AUD-0003018,BSCM-000328,Electronic City,2023-10-04 21:00:00,Reading Correction,INS-0003,Pending,Seal broken — theft suspected,0.0,2023-12-02,
AUD-0003019,BSCM-000333,BTM Layout,2024-01-02 00:00:00,Field Inspection,INS-0009,Pass,Bypass wire found,0.0,,ALT-000835
AUD-0003020,BSCM-000238,Jayanagar,2024-05-03 07:00:00,Seal Verification,INS-0016,Pass,Meter seal intact,0.0,,
AUD-0003021,BSCM-000242,BTM Layout,2024-02-03 21:00:00,Field Inspection,INS-0016,Escalated,Consumer cooperative,0.0,2024-03-24,ALT-000964
AUD-0003022,BSCM-000373,Indiranagar,2024-07-30 18:00:00,Seal Verification,INS-0007,Pass,,0.0,,
AUD-0003023,BSCM-000458,Whitefield,2024-07-12 02:00:00,FIR Filed,INS-0002,Pass,No access to premises,0.0,,ALT-001910
AUD-0003024,BSCM-000093,Indiranagar,2024-06-26 04:00:00,Seal Verification,INS-0018,Pass,,0.0,,
AUD-0003025,BSCM-000390,BTM Layout,2024-07-14 15:00:00,Seal Verification,INS-0006,Pass,Seal broken — theft suspected,0.0,,
AUD-0003026,BSCM-000331,Jayanagar,2024-05-20 07:00:00,Notice Issued,INS-0011,Escalated,Seal broken — theft suspected,0.0,2024-07-03,
AUD-0003027,BSCM-000441,Whitefield,2023-08-30 06:00:00,Meter Replacement,INS-0019,Pass,Bypass wire found,0.0,,
AUD-0003028,BSCM-000253,Whitefield,2024-01-09 16:00:00,Meter Replacement,INS-0004,Pass,No access to premises,0.0,,
AUD-0003029,BSCM-000201,Yelahanka,2023-10-30 09:00:00,Tariff Update,INS-0019,Pass,Consumer cooperative,0.0,,
AUD-0003030,BSCM-000033,Jayanagar,2024-01-26 18:00:00,Field Inspection,INS-0001,Pending,Meter seal intact,0.0,2024-03-25,ALT-002007
AUD-0003031,BSCM-000305,Yelahanka,2024-06-23 17:00:00,Notice Issued,INS-0012,Pass,,0.0,,
AUD-0003032,BSCM-000430,Whitefield,2024-11-01 07:00:00,Meter Replacement,INS-0007,Fail,Meter dead — replaced,0.0,,
AUD-0003033,BSCM-000212,Hebbal,2024-02-03 11:00:00,Field Inspection,INS-0001,Pass,Consumer cooperative,0.0,,ALT-001053
AUD-0003034,BSCM-000026,BTM Layout,2023-03-12 15:00:00,Disconnection Order,INS-0014,Pass,Consumer cooperative,0.0,,
AUD-0003035,BSCM-000483,BTM Layout,2024-10-28 05:00:00,Field Inspection,INS-0011,Fail,No access to premises,0.0,,ALT-002385
AUD-0003036,BSCM-000472,Whitefield,2024-07-30 01:00:00,Disconnection Order,INS-0011,Pending,No access to premises,0.0,2024-08-24,
AUD-0003037,BSCM-000409,Jayanagar,2023-06-25 15:00:00,FIR Filed,INS-0014,Pending,Seal broken — theft suspected,0.0,2023-08-14,ALT-001043
AUD-0003038,BSCM-000079,Jayanagar,2024-01-25 02:00:00,Seal Verification,INS-0014,Pass,Normal reading verified,0.0,,
AUD-0003039,BSCM-000313,Whitefield,2023-09-03 11:00:00,FIR Filed,INS-0010,Fail,Meter seal intact,17919.55,,ALT-000649
AUD-0003040,BSCM-000137,Hebbal,2023-05-24 08:00:00,Tariff Update,INS-0005,Fail,Normal reading verified,0.0,,
AUD-0003041,BSCM-000016,Koramangala,2024-08-06 11:00:00,Reconnection,INS-0017,Pass,Meter seal intact,0.0,,
AUD-0003042,BSCM-000041,Electronic City,2024-04-12 01:00:00,Seal Verification,INS-0013,Pass,Bypass wire found,0.0,,
AUD-0003043,BSCM-000339,Electronic City,2023-04-11 00:00:00,Tariff Update,INS-0011,Pass,Normal reading verified,0.0,,
AUD-0003044,BSCM-000110,Hebbal,2024-10-08 21:00:00,FIR Filed,INS-0018,Pass,Meter dead — replaced,0.0,,ALT-003360
AUD-0003045,BSCM-000429,Koramangala,2024-08-26 14:00:00,Tariff Update,INS-0010,Pass,Meter seal intact,0.0,,
AUD-0003046,BSCM-000042,Jayanagar,2024-08-14 07:00:00,Notice Issued,INS-0013,Fail,Normal reading verified,29806.16,,
AUD-0003047,BSCM-000075,Marathahalli,2023-01-26 03:00:00,Reconnection,INS-0012,Pass,Meter seal intact,0.0,,
AUD-0003048,BSCM-000249,Jayanagar,2024-05-21 00:00:00,Reading Correction,INS-0004,Pass,No access to premises,0.0,,
AUD-0003049,BSCM-000147,Electronic City,2024-05-10 14:00:00,Seal Verification,INS-0016,Pending,Bypass wire found,0.0,2024-05-28,
AUD-0003050,BSCM-000271,Rajajinagar,2023-04-07 12:00:00,Notice Issued,INS-0017,Pass,Seal broken — theft suspected,0.0,,
AUD-0003051,BSCM-000361,Koramangala,2023-02-27 16:00:00,Notice Issued,INS-0009,Pass,Seal broken — theft suspected,0.0,,
AUD-0003052,BSCM-000076,Hebbal,2023-12-15 05:00:00,Disconnection Order,INS-0005,Pass,Bypass wire found,0.0,,
AUD-0003053,BSCM-000394,Indiranagar,2024-08-15 11:00:00,Reading Correction,INS-0003,Pass,Meter seal intact,0.0,,
AUD-0003054,BSCM-000052,Hebbal,2024-08-05 19:00:00,Seal Verification,INS-0014,Pass,Consumer cooperative,0.0,,
AUD-0003055,BSCM-000311,Jayanagar,2023-03-19 11:00:00,Disconnection Order,INS-0003,Pass,Consumer cooperative,0.0,,
AUD-0003056,BSCM-000350,BTM Layout,2023-08-23 07:00:00,Seal Verification,INS-0004,Pass,Meter seal intact,0.0,,
AUD-0003057,BSCM-000259,Jayanagar,2023-11-11 15:00:00,Reading Correction,INS-0005,Pass,Meter seal intact,0.0,,
AUD-0003058,BSCM-000259,Jayanagar,2023-04-03 12:00:00,Disconnection Order,INS-0001,Pending,,0.0,2023-05-08,
AUD-0003059,BSCM-000093,Indiranagar,2024-09-14 07:00:00,Seal Verification,INS-0003,Pass,Meter dead — replaced,0.0,,
AUD-0003060,BSCM-000191,Yelahanka,2023-02-17 01:00:00,Reading Correction,INS-0011,Pass,Meter seal intact,0.0,,
AUD-0003061,BSCM-000305,Yelahanka,2023-07-27 13:00:00,Disconnection Order,INS-0007,Pass,Meter seal intact,0.0,,
AUD-0003062,BSCM-000359,Hebbal,2023-12-19 06:00:00,Tariff Update,INS-0003,Escalated,Consumer cooperative,0.0,2024-02-12,
AUD-0003063,BSCM-000462,Jayanagar,2023-12-17 03:00:00,Tariff Update,INS-0020,Pass,Meter dead — replaced,0.0,,
AUD-0003064,BSCM-000406,Whitefield,2024-04-04 04:00:00,Disconnection Order,INS-0001,Fail,Bypass wire found,0.0,,
AUD-0003065,BSCM-000104,Whitefield,2023-05-14 02:00:00,Reading Correction,INS-0002,Fail,Meter seal intact,0.0,,
AUD-0003066,BSCM-000470,Koramangala,2023-09-07 04:00:00,Physical Audit,INS-0001,Fail,,0.0,,
AUD-0003067,BSCM-000398,Whitefield,2023-08-27 19:00:00,Disconnection Order,INS-0008,Pass,Meter dead — replaced,0.0,,
AUD-0003068,BSCM-000316,Yelahanka,2024-11-02 12:00:00,Physical Audit,INS-0013,Pass,,0.0,,
AUD-0003069,BSCM-000027,Yelahanka,2024-02-08 19:00:00,Reading Correction,INS-0006,Pass,Bypass wire found,0.0,,
AUD-0003070,BSCM-000121,Indiranagar,2024-05-09 23:00:00,FIR Filed,INS-0019,Fail,Meter dead — replaced,19989.21,,ALT-002230
AUD-0003071,BSCM-000300,Jayanagar,2023-04-30 00:00:00,Reconnection,INS-0009,Escalated,,0.0,2023-06-25,
AUD-0003072,BSCM-000034,Whitefield,2023-12-01 19:00:00,Meter Replacement,INS-0018,Fail,Consumer cooperative,0.0,,
AUD-0003073,BSCM-000101,Indiranagar,2023-07-16 13:00:00,Meter Replacement,INS-0005,Fail,Normal reading verified,0.0,,
AUD-0003074,BSCM-000154,Whitefield,2024-03-24 14:00:00,Physical Audit,INS-0011,Pass,Seal broken — theft suspected,0.0,,
AUD-0003075,BSCM-000236,Indiranagar,2024-05-19 23:00:00,Notice Issued,INS-0006,Escalated,Meter seal intact,0.0,2024-07-03,
AUD-0003076,BSCM-000185,Whitefield,2023-07-05 16:00:00,Notice Issued,INS-0002,Pending,No access to premises,0.0,2023-08-14,
AUD-0003077,BSCM-000225,Indiranagar,2024-01-11 23:00:00,Field Inspection,INS-0016,Pending,Bypass wire found,0.0,2024-02-01,ALT-001646
AUD-0003078,BSCM-000319,Marathahalli,2023-11-20 22:00:00,Seal Verification,INS-0017,Pass,Consumer cooperative,0.0,,
AUD-0003079,BSCM-000325,Marathahalli,2023-05-29 08:00:00,Reconnection,INS-0009,Fail,Consumer cooperative,0.0,,
AUD-0003080,BSCM-000021,Electronic City,2023-12-03 13:00:00,Meter Replacement,INS-0003,Pass,No access to premises,0.0,,
AUD-0003081,BSCM-000472,Whitefield,2023-05-30 14:00:00,Reading Correction,INS-0013,Pass,,0.0,,
AUD-0003082,BSCM-000368,Rajajinagar,2023-11-07 00:00:00,Meter Replacement,INS-0020,Pass,Consumer cooperative,0.0,,
AUD-0003083,BSCM-000359,Hebbal,2023-04-16 23:00:00,Seal Verification,INS-0018,Fail,Consumer cooperative,0.0,,
AUD-0003084,BSCM-000238,Jayanagar,2023-03-23 17:00:00,Field Inspection,INS-0013,Fail,Bypass wire found,0.0,,ALT-000427
AUD-0003085,BSCM-000305,Yelahanka,2024-02-16 06:00:00,Reading Correction,INS-0007,Pass,Bypass wire found,0.0,,
AUD-0003086,BSCM-000292,Electronic City,2024-05-09 09:00:00,Physical Audit,INS-0015,Pass,Seal broken — theft suspected,0.0,,
AUD-0003087,BSCM-000302,Rajajinagar,2024-12-10 19:00:00,Disconnection Order,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0003088,BSCM-000432,Electronic City,2024-02-07 22:00:00,Reading Correction,INS-0009,Escalated,,0.0,2024-03-29,
AUD-0003089,BSCM-000390,BTM Layout,2024-01-03 07:00:00,Field Inspection,INS-0017,Pass,Normal reading verified,0.0,,ALT-001308
AUD-0003090,BSCM-000227,Rajajinagar,2023-03-01 07:00:00,FIR Filed,INS-0008,Escalated,Seal broken — theft suspected,0.0,2023-04-09,ALT-001137
AUD-0003091,BSCM-000318,Whitefield,2024-07-27 04:00:00,Reading Correction,INS-0003,Pass,Seal broken — theft suspected,0.0,,
AUD-0003092,BSCM-000299,Hebbal,2023-12-24 01:00:00,FIR Filed,INS-0005,Pass,Seal broken — theft suspected,0.0,,ALT-000859
AUD-0003093,BSCM-000393,Jayanagar,2023-12-13 09:00:00,Tariff Update,INS-0015,Pass,,0.0,,
AUD-0003094,BSCM-000178,Marathahalli,2023-08-28 22:00:00,Meter Replacement,INS-0018,Pass,Consumer cooperative,0.0,,
AUD-0003095,BSCM-000474,Electronic City,2024-06-21 00:00:00,Field Inspection,INS-0016,Fail,Bypass wire found,0.0,,ALT-000115
AUD-0003096,BSCM-000456,Whitefield,2024-01-03 16:00:00,Meter Replacement,INS-0004,Pass,Normal reading verified,0.0,,
AUD-0003097,BSCM-000004,Whitefield,2024-03-07 04:00:00,Seal Verification,INS-0016,Pending,Meter dead — replaced,0.0,2024-04-01,
AUD-0003098,BSCM-000087,Jayanagar,2024-11-30 13:00:00,Meter Replacement,INS-0001,Pass,Seal broken — theft suspected,0.0,,
AUD-0003099,BSCM-000363,Jayanagar,2023-01-27 23:00:00,Reading Correction,INS-0020,Pass,,0.0,,
AUD-0003100,BSCM-000085,Koramangala,2023-12-22 07:00:00,Disconnection Order,INS-0015,Pass,Meter dead — replaced,0.0,,
AUD-0003101,BSCM-000013,Koramangala,2024-12-29 19:00:00,Notice Issued,INS-0001,Fail,,10556.22,,
AUD-0003102,BSCM-000191,Yelahanka,2023-01-01 01:00:00,Field Inspection,INS-0012,Pass,Consumer cooperative,0.0,,ALT-003181
AUD-0003103,BSCM-000370,Indiranagar,2023-05-08 05:00:00,Field Inspection,INS-0011,Escalated,Meter dead — replaced,0.0,2023-06-25,ALT-002147
AUD-0003104,BSCM-000081,Electronic City,2024-03-14 05:00:00,FIR Filed,INS-0010,Pending,Normal reading verified,0.0,2024-03-22,ALT-000144
AUD-0003105,BSCM-000416,Rajajinagar,2023-03-24 20:00:00,Meter Replacement,INS-0017,Pass,Meter dead — replaced,0.0,,
AUD-0003106,BSCM-000067,Electronic City,2023-06-24 12:00:00,Meter Replacement,INS-0011,Pending,Normal reading verified,0.0,2023-07-13,
AUD-0003107,BSCM-000025,Hebbal,2024-07-11 22:00:00,Meter Replacement,INS-0014,Fail,,0.0,,
AUD-0003108,BSCM-000049,BTM Layout,2024-02-23 20:00:00,Reconnection,INS-0010,Pass,,0.0,,
AUD-0003109,BSCM-000221,Yelahanka,2023-01-16 23:00:00,Disconnection Order,INS-0002,Pass,Seal broken — theft suspected,0.0,,
AUD-0003110,BSCM-000375,BTM Layout,2023-10-04 15:00:00,Disconnection Order,INS-0004,Pass,Meter dead — replaced,0.0,,
AUD-0003111,BSCM-000500,Yelahanka,2023-07-31 18:00:00,Tariff Update,INS-0015,Pass,,0.0,,
AUD-0003112,BSCM-000328,Electronic City,2024-11-27 16:00:00,Reconnection,INS-0006,Fail,Bypass wire found,0.0,,
AUD-0003113,BSCM-000449,Rajajinagar,2024-07-25 08:00:00,Field Inspection,INS-0015,Escalated,Consumer cooperative,0.0,2024-08-08,ALT-002276
AUD-0003114,BSCM-000239,Yelahanka,2023-04-20 20:00:00,Reading Correction,INS-0015,Pass,Consumer cooperative,0.0,,
AUD-0003115,BSCM-000398,Whitefield,2024-07-12 12:00:00,Reading Correction,INS-0013,Pending,Normal reading verified,0.0,2024-08-31,
AUD-0003116,BSCM-000041,Electronic City,2023-07-31 20:00:00,FIR Filed,INS-0019,Pass,No access to premises,0.0,,ALT-002972
AUD-0003117,BSCM-000248,Rajajinagar,2024-08-29 16:00:00,Field Inspection,INS-0008,Pass,No access to premises,0.0,,ALT-001075
AUD-0003118,BSCM-000393,Jayanagar,2024-05-09 03:00:00,Disconnection Order,INS-0017,Pass,No access to premises,0.0,,
AUD-0003119,BSCM-000094,Marathahalli,2024-11-29 02:00:00,Tariff Update,INS-0008,Fail,Normal reading verified,0.0,,
AUD-0003120,BSCM-000340,Yelahanka,2024-05-08 01:00:00,Disconnection Order,INS-0014,Pass,Meter seal intact,0.0,,
AUD-0003121,BSCM-000428,Koramangala,2023-03-17 17:00:00,Seal Verification,INS-0004,Pending,Meter seal intact,0.0,2023-03-27,
AUD-0003122,BSCM-000417,Yelahanka,2024-05-15 18:00:00,Tariff Update,INS-0006,Escalated,,0.0,2024-06-23,
AUD-0003123,BSCM-000077,Hebbal,2023-09-08 17:00:00,Field Inspection,INS-0001,Fail,Seal broken — theft suspected,0.0,,ALT-001197
AUD-0003124,BSCM-000016,Koramangala,2024-10-13 17:00:00,Physical Audit,INS-0003,Fail,,0.0,,
AUD-0003125,BSCM-000035,Hebbal,2024-05-09 07:00:00,Physical Audit,INS-0017,Fail,Consumer cooperative,0.0,,
AUD-0003126,BSCM-000304,BTM Layout,2023-06-23 08:00:00,Reconnection,INS-0006,Pass,Seal broken — theft suspected,0.0,,
AUD-0003127,BSCM-000070,Whitefield,2023-09-25 10:00:00,Tariff Update,INS-0006,Pass,,0.0,,
AUD-0003128,BSCM-000431,Jayanagar,2024-03-02 17:00:00,Tariff Update,INS-0009,Pass,Meter dead — replaced,0.0,,
AUD-0003129,BSCM-000345,Rajajinagar,2024-11-09 03:00:00,Reading Correction,INS-0009,Fail,No access to premises,0.0,,
AUD-0003130,BSCM-000367,Hebbal,2024-05-06 22:00:00,Physical Audit,INS-0014,Escalated,Seal broken — theft suspected,0.0,2024-07-01,
AUD-0003131,BSCM-000092,Whitefield,2023-05-15 16:00:00,Field Inspection,INS-0018,Escalated,Bypass wire found,0.0,2023-06-23,ALT-000157
AUD-0003132,BSCM-000197,Indiranagar,2024-09-25 19:00:00,Reconnection,INS-0003,Pending,,0.0,2024-10-29,
AUD-0003133,BSCM-000236,Indiranagar,2024-01-25 00:00:00,Meter Replacement,INS-0001,Pass,Meter seal intact,0.0,,
AUD-0003134,BSCM-000472,Whitefield,2024-01-24 06:00:00,Seal Verification,INS-0004,Pass,,0.0,,
AUD-0003135,BSCM-000018,Marathahalli,2024-06-08 21:00:00,Physical Audit,INS-0010,Pass,Seal broken — theft suspected,0.0,,
AUD-0003136,BSCM-000099,Rajajinagar,2023-05-07 16:00:00,Field Inspection,INS-0016,Escalated,Consumer cooperative,0.0,2023-05-15,ALT-001400
AUD-0003137,BSCM-000453,Electronic City,2023-11-30 20:00:00,Physical Audit,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0003138,BSCM-000079,Jayanagar,2024-10-14 01:00:00,Notice Issued,INS-0002,Fail,,44491.43,,
