metric_id,model_name,model_version,evaluation_date,metric_type,metric_value,dataset_size,training_date,feature_drift_psi,distribution_shift_detected,notes
MET-001168,TheftDetect-v2.1,2.1.5,2024-06-24,coverage,0.8628,56916,2024-04-24,0.1104,False,Stable performance
MET-001169,TheftDetect-v2.1,2.1.5,2024-06-24,latency_p99,106.3413,56916,2024-04-24,0.1104,False,Stable performance
MET-001170,TheftDetect-v2.1,2.1.5,2024-06-24,false_positive_rate,0.127,56916,2024-04-24,0.1104,False,Stable performance
MET-001171,LSTM-v2,2.1.0,2024-07-01,mape_pct,0.0368,56253,2024-05-09,0.1289,False,Stable performance
MET-001172,LSTM-v2,2.1.0,2024-07-01,f1_score,0.7446,56253,2024-05-09,0.1289,False,Stable performance
MET-001173,LSTM-v2,2.1.0,2024-07-01,precision,0.7831,56253,2024-05-09,0.1289,False,Stable performance
MET-001174,LSTM-v2,2.1.0,2024-07-01,recall,0.6512,56253,2024-05-09,0.1289,False,Stable performance
MET-001175,LSTM-v2,2.1.0,2024-07-01,auc_roc,0.8905,56253,2024-05-09,0.1289,False,Stable performance
MET-001176,LSTM-v2,2.1.0,2024-07-01,rmse,2.1728,56253,2024-05-09,0.1289,False,Stable performance
MET-001177,LSTM-v2,2.1.0,2024-07-01,coverage,0.84,56253,2024-05-09,0.1289,False,Stable performance
MET-001178,LSTM-v2,2.1.0,2024-07-01,latency_p99,142.4877,56253,2024-05-09,0.1289,False,Stable performance
MET-001179,LSTM-v2,2.1.0,2024-07-01,false_positive_rate,0.1555,56253,2024-05-09,0.1289,False,Stable performance
MET-001180,XGBoost-v3,3.2.1,2024-07-01,mape_pct,0.0455,56612,2024-04-30,0.1309,False,Stable performance
MET-001181,XGBoost-v3,3.2.1,2024-07-01,f1_score,0.7592,56612,2024-04-30,0.1309,False,Stable performance
MET-001182,XGBoost-v3,3.2.1,2024-07-01,precision,0.7881,56612,2024-04-30,0.1309,False,Stable performance
MET-001183,XGBoost-v3,3.2.1,2024-07-01,recall,0.6746,56612,2024-04-30,0.1309,False,Stable performance
MET-001184,XGBoost-v3,3.2.1,2024-07-01,auc_roc,0.9053,56612,2024-04-30,0.1309,False,Stable performance
MET-001185,XGBoost-v3,3.2.1,2024-07-01,rmse,2.4742,56612,2024-04-30,0.1309,False,Stable performance
MET-001186,XGBoost-v3,3.2.1,2024-07-01,coverage,0.8511,56612,2024-04-30,0.1309,False,Stable performance
MET-001187,XGBoost-v3,3.2.1,2024-07-01,latency_p99,149.8104,56612,2024-04-30,0.1309,False,Stable performance
MET-001188,XGBoost-v3,3.2.1,2024-07-01,false_positive_rate,0.1582,56612,2024-04-30,0.1309,False,Stable performance
MET-001189,TFT-v1,1.0.0,2024-07-01,mape_pct,0.0417,56170,2024-05-17,0.133,False,Stable performance
MET-001190,TFT-v1,1.0.0,2024-07-01,f1_score,0.7456,56170,2024-05-17,0.133,False,Stable performance
MET-001191,TFT-v1,1.0.0,2024-07-01,precision,0.7834,56170,2024-05-17,0.133,False,Stable performance
MET-001192,TFT-v1,1.0.0,2024-07-01,recall,0.711,56170,2024-05-17,0.133,False,Stable performance
MET-001193,TFT-v1,1.0.0,2024-07-01,auc_roc,0.9101,56170,2024-05-17,0.133,False,Stable performance
MET-001194,TFT-v1,1.0.0,2024-07-01,rmse,2.371,56170,2024-05-17,0.133,False,Stable performance
MET-001195,TFT-v1,1.0.0,2024-07-01,coverage,0.8668,56170,2024-05-17,0.133,False,Stable performance
MET-001196,TFT-v1,1.0.0,2024-07-01,latency_p99,151.5263,56170,2024-05-17,0.133,False,Stable performance
MET-001197,TFT-v1,1.0.0,2024-07-01,false_positive_rate,0.1296,56170,2024-05-17,0.133,False,Stable performance
MET-001198,Ensemble-v4,4.1.0,2024-07-01,mape_pct,0.044,56746,2024-05-16,0.1347,False,Stable performance
MET-001199,Ensemble-v4,4.1.0,2024-07-01,f1_score,0.7589,56746,2024-05-16,0.1347,False,Stable performance
MET-001200,Ensemble-v4,4.1.0,2024-07-01,precision,0.7793,56746,2024-05-16,0.1347,False,Stable performance
MET-001201,Ensemble-v4,4.1.0,2024-07-01,recall,0.6539,56746,2024-05-16,0.1347,False,Stable performance
MET-001202,Ensemble-v4,4.1.0,2024-07-01,auc_roc,0.9087,56746,2024-05-16,0.1347,False,Stable performance
MET-001203,Ensemble-v4,4.1.0,2024-07-01,rmse,2.6195,56746,2024-05-16,0.1347,False,Stable performance
MET-001204,Ensemble-v4,4.1.0,2024-07-01,coverage,0.8605,56746,2024-05-16,0.1347,False,Stable performance
MET-001205,Ensemble-v4,4.1.0,2024-07-01,latency_p99,170.8628,56746,2024-05-16,0.1347,False,Stable performance
MET-001206,Ensemble-v4,4.1.0,2024-07-01,false_positive_rate,0.14,56746,2024-05-16,0.1347,False,Stable performance
MET-001207,TheftDetect-v2.1,2.1.5,2024-07-01,mape_pct,0.0392,57136,2024-05-01,0.1247,False,Stable performance
MET-001208,TheftDetect-v2.1,2.1.5,2024-07-01,f1_score,0.7401,57136,2024-05-01,0.1247,False,Stable performance
MET-001209,TheftDetect-v2.1,2.1.5,2024-07-01,precision,0.7737,57136,2024-05-01,0.1247,False,Stable performance
MET-001210,TheftDetect-v2.1,2.1.5,2024-07-01,recall,0.6643,57136,2024-05-01,0.1247,False,Stable performance
MET-001211,TheftDetect-v2.1,2.1.5,2024-07-01,auc_roc,0.8745,57136,2024-05-01,0.1247,False,Stable performance
MET-001212,TheftDetect-v2.1,2.1.5,2024-07-01,rmse,2.4858,57136,2024-05-01,0.1247,False,Stable performance
MET-001213,TheftDetect-v2.1,2.1.5,2024-07-01,coverage,0.8531,57136,2024-05-01,0.1247,False,Stable performance
MET-001214,TheftDetect-v2.1,2.1.5,2024-07-01,latency_p99,118.1278,57136,2024-05-01,0.1247,False,Stable performance
MET-001215,TheftDetect-v2.1,2.1.5,2024-07-01,false_positive_rate,0.1305,57136,2024-05-01,0.1247,False,Stable performance
MET-001216,LSTM-v2,2.1.0,2024-07-08,mape_pct,0.0447,56473,2024-05-16,0.1632,False,Stable performance
MET-001217,LSTM-v2,2.1.0,2024-07-08,f1_score,0.7242,56473,2024-05-16,0.1632,False,Stable performance
MET-001218,LSTM-v2,2.1.0,2024-07-08,precision,0.7692,56473,2024-05-16,0.1632,False,Stable performance
MET-001219,LSTM-v2,2.1.0,2024-07-08,recall,0.6323,56473,2024-05-16,0.1632,False,Stable performance
MET-001220,LSTM-v2,2.1.0,2024-07-08,auc_roc,0.8958,56473,2024-05-16,0.1632,False,Stable performance
MET-001221,LSTM-v2,2.1.0,2024-07-08,rmse,2.4203,56473,2024-05-16,0.1632,False,Stable performance
MET-001222,LSTM-v2,2.1.0,2024-07-08,coverage,0.8441,56473,2024-05-16,0.1632,False,Stable performance
MET-001223,LSTM-v2,2.1.0,2024-07-08,latency_p99,144.2175,56473,2024-05-16,0.1632,False,Stable performance
MET-001224,LSTM-v2,2.1.0,2024-07-08,false_positive_rate,0.138,56473,2024-05-16,0.1632,False,Stable performance
MET-001225,XGBoost-v3,3.2.1,2024-07-08,mape_pct,0.0396,56832,2024-05-07,0.0833,False,Stable performance
MET-001226,XGBoost-v3,3.2.1,2024-07-08,f1_score,0.7378,56832,2024-05-07,0.0833,False,Stable performance
MET-001227,XGBoost-v3,3.2.1,2024-07-08,precision,0.7959,56832,2024-05-07,0.0833,False,Stable performance
MET-001228,XGBoost-v3,3.2.1,2024-07-08,recall,0.6949,56832,2024-05-07,0.0833,False,Stable performance
MET-001229,XGBoost-v3,3.2.1,2024-07-08,auc_roc,0.9038,56832,2024-05-07,0.0833,False,Stable performance
MET-001230,XGBoost-v3,3.2.1,2024-07-08,rmse,2.2528,56832,2024-05-07,0.0833,False,Stable performance
MET-001231,XGBoost-v3,3.2.1,2024-07-08,coverage,0.8705,56832,2024-05-07,0.0833,False,Stable performance
MET-001232,XGBoost-v3,3.2.1,2024-07-08,latency_p99,134.2819,56832,2024-05-07,0.0833,False,Stable performance
MET-001233,XGBoost-v3,3.2.1,2024-07-08,false_positive_rate,0.1252,56832,2024-05-07,0.0833,False,Stable performance
MET-001234,TFT-v1,1.0.0,2024-07-08,mape_pct,0.0393,56390,2024-05-24,0.1074,False,Stable performance
MET-001235,TFT-v1,1.0.0,2024-07-08,f1_score,0.738,56390,2024-05-24,0.1074,False,Stable performance
MET-001236,TFT-v1,1.0.0,2024-07-08,precision,0.8017,56390,2024-05-24,0.1074,False,Stable performance
MET-001237,TFT-v1,1.0.0,2024-07-08,recall,0.6792,56390,2024-05-24,0.1074,False,Stable performance
MET-001238,TFT-v1,1.0.0,2024-07-08,auc_roc,0.9012,56390,2024-05-24,0.1074,False,Stable performance
MET-001239,TFT-v1,1.0.0,2024-07-08,rmse,2.2607,56390,2024-05-24,0.1074,False,Stable performance
MET-001240,TFT-v1,1.0.0,2024-07-08,coverage,0.8588,56390,2024-05-24,0.1074,False,Stable performance
MET-001241,TFT-v1,1.0.0,2024-07-08,latency_p99,139.6838,56390,2024-05-24,0.1074,False,Stable performance
MET-001242,TFT-v1,1.0.0,2024-07-08,false_positive_rate,0.1252,56390,2024-05-24,0.1074,False,Stable performance
MET-001243,Ensemble-v4,4.1.0,2024-07-08,mape_pct,0.0346,56966,2024-05-23,0.0908,False,Stable performance
MET-001244,Ensemble-v4,4.1.0,2024-07-08,f1_score,0.7792,56966,2024-05-23,0.0908,False,Stable performance
MET-001245,Ensemble-v4,4.1.0,2024-07-08,precision,0.7953,56966,2024-05-23,0.0908,False,Stable performance
MET-001246,Ensemble-v4,4.1.0,2024-07-08,recall,0.6588,56966,2024-05-23,0.0908,False,Stable performance
MET-001247,Ensemble-v4,4.1.0,2024-07-08,auc_roc,0.8949,56966,2024-05-23,0.0908,False,Stable performance
MET-001248,Ensemble-v4,4.1.0,2024-07-08,rmse,2.1397,56966,2024-05-23,0.0908,False,Stable performance
MET-001249,Ensemble-v4,4.1.0,2024-07-08,coverage,0.8658,56966,2024-05-23,0.0908,False,Stable performance
MET-001250,Ensemble-v4,4.1.0,2024-07-08,latency_p99,132.4108,56966,2024-05-23,0.0908,False,Stable performance
MET-001251,Ensemble-v4,4.1.0,2024-07-08,false_positive_rate,0.1527,56966,2024-05-23,0.0908,False,Stable performance
MET-001252,TheftDetect-v2.1,2.1.5,2024-07-08,mape_pct,0.0474,57356,2024-05-08,0.1156,False,Stable performance
MET-001253,TheftDetect-v2.1,2.1.5,2024-07-08,f1_score,0.7645,57356,2024-05-08,0.1156,False,Stable performance
MET-001254,TheftDetect-v2.1,2.1.5,2024-07-08,precision,0.8035,57356,2024-05-08,0.1156,False,Stable performance
MET-001255,TheftDetect-v2.1,2.1.5,2024-07-08,recall,0.6999,57356,2024-05-08,0.1156,False,Stable performance
MET-001256,TheftDetect-v2.1,2.1.5,2024-07-08,auc_roc,0.9074,57356,2024-05-08,0.1156,False,Stable performance
MET-001257,TheftDetect-v2.1,2.1.5,2024-07-08,rmse,2.3807,57356,2024-05-08,0.1156,False,Stable performance
MET-001258,TheftDetect-v2.1,2.1.5,2024-07-08,coverage,0.8693,57356,2024-05-08,0.1156,False,Stable performance
MET-001259,TheftDetect-v2.1,2.1.5,2024-07-08,latency_p99,134.8259,57356,2024-05-08,0.1156,False,Stable performance
MET-001260,TheftDetect-v2.1,2.1.5,2024-07-08,false_positive_rate,0.1209,57356,2024-05-08,0.1156,False,Stable performance
MET-001261,LSTM-v2,2.1.0,2024-07-15,mape_pct,0.0452,56693,2024-05-23,0.0991,False,Stable performance
MET-001262,LSTM-v2,2.1.0,2024-07-15,f1_score,0.777,56693,2024-05-23,0.0991,False,Stable performance
MET-001263,LSTM-v2,2.1.0,2024-07-15,precision,0.7959,56693,2024-05-23,0.0991,False,Stable performance
MET-001264,LSTM-v2,2.1.0,2024-07-15,recall,0.6318,56693,2024-05-23,0.0991,False,Stable performance
MET-001265,LSTM-v2,2.1.0,2024-07-15,auc_roc,0.8961,56693,2024-05-23,0.0991,False,Stable performance
MET-001266,LSTM-v2,2.1.0,2024-07-15,rmse,2.0642,56693,2024-05-23,0.0991,False,Stable performance
MET-001267,LSTM-v2,2.1.0,2024-07-15,coverage,0.8481,56693,2024-05-23,0.0991,False,Stable performance
MET-001268,LSTM-v2,2.1.0,2024-07-15,latency_p99,125.1841,56693,2024-05-23,0.0991,False,Stable performance
MET-001269,LSTM-v2,2.1.0,2024-07-15,false_positive_rate,0.1117,56693,2024-05-23,0.0991,False,Stable performance
MET-001270,XGBoost-v3,3.2.1,2024-07-15,mape_pct,0.043,57052,2024-05-14,0.1631,False,Stable performance
MET-001271,XGBoost-v3,3.2.1,2024-07-15,f1_score,0.7604,57052,2024-05-14,0.1631,False,Stable performance
MET-001272,XGBoost-v3,3.2.1,2024-07-15,precision,0.788,57052,2024-05-14,0.1631,False,Stable performance
MET-001273,XGBoost-v3,3.2.1,2024-07-15,recall,0.6436,57052,2024-05-14,0.1631,False,Stable performance
MET-001274,XGBoost-v3,3.2.1,2024-07-15,auc_roc,0.8955,57052,2024-05-14,0.1631,False,Stable performance
MET-001275,XGBoost-v3,3.2.1,2024-07-15,rmse,2.4263,57052,2024-05-14,0.1631,False,Stable performance
MET-001276,XGBoost-v3,3.2.1,2024-07-15,coverage,0.8453,57052,2024-05-14,0.1631,False,Stable performance
MET-001277,XGBoost-v3,3.2.1,2024-07-15,latency_p99,151.0933,57052,2024-05-14,0.1631,False,Stable performance
MET-001278,XGBoost-v3,3.2.1,2024-07-15,false_positive_rate,0.1312,57052,2024-05-14,0.1631,False,Stable performance
MET-001279,TFT-v1,1.0.0,2024-07-15,mape_pct,0.0379,56610,2024-05-31,0.0755,False,Stable performance
MET-001280,TFT-v1,1.0.0,2024-07-15,f1_score,0.7756,56610,2024-05-31,0.0755,False,Stable performance
MET-001281,TFT-v1,1.0.0,2024-07-15,precision,0.7956,56610,2024-05-31,0.0755,False,Stable performance
MET-001282,TFT-v1,1.0.0,2024-07-15,recall,0.6807,56610,2024-05-31,0.0755,False,Stable performance
MET-001283,TFT-v1,1.0.0,2024-07-15,auc_roc,0.916,56610,2024-05-31,0.0755,False,Stable performance
MET-001284,TFT-v1,1.0.0,2024-07-15,rmse,2.1035,56610,2024-05-31,0.0755,False,Stable performance
MET-001285,TFT-v1,1.0.0,2024-07-15,coverage,0.8547,56610,2024-05-31,0.0755,False,Stable performance
MET-001286,TFT-v1,1.0.0,2024-07-15,latency_p99,134.2474,56610,2024-05-31,0.0755,False,Stable performance
MET-001287,TFT-v1,1.0.0,2024-07-15,false_positive_rate,0.1168,56610,2024-05-31,0.0755,False,Stable performance
MET-001288,Ensemble-v4,4.1.0,2024-07-15,mape_pct,0.0363,57186,2024-05-30,0.0912,False,Stable performance
MET-001289,Ensemble-v4,4.1.0,2024-07-15,f1_score,0.7627,57186,2024-05-30,0.0912,False,Stable performance
MET-001290,Ensemble-v4,4.1.0,2024-07-15,precision,0.8127,57186,2024-05-30,0.0912,False,Stable performance
MET-001291,Ensemble-v4,4.1.0,2024-07-15,recall,0.6899,57186,2024-05-30,0.0912,False,Stable performance
MET-001292,Ensemble-v4,4.1.0,2024-07-15,auc_roc,0.8953,57186,2024-05-30,0.0912,False,Stable performance
MET-001293,Ensemble-v4,4.1.0,2024-07-15,rmse,2.3469,57186,2024-05-30,0.0912,False,Stable performance
MET-001294,Ensemble-v4,4.1.0,2024-07-15,coverage,0.8552,57186,2024-05-30,0.0912,False,Stable performance
MET-001295,Ensemble-v4,4.1.0,2024-07-15,latency_p99,137.2588,57186,2024-05-30,0.0912,False,Stable performance
MET-001296,Ensemble-v4,4.1.0,2024-07-15,false_positive_rate,0.093,57186,2024-05-30,0.0912,False,Stable performance
MET-001297,TheftDetect-v2.1,2.1.5,2024-07-15,mape_pct,0.0351,57576,2024-05-15,0.0956,False,Stable performance
MET-001298,TheftDetect-v2.1,2.1.5,2024-07-15,f1_score,0.7655,57576,2024-05-15,0.0956,False,Stable performance
MET-001299,TheftDetect-v2.1,2.1.5,2024-07-15,precision,0.8039,57576,2024-05-15,0.0956,False,Stable performance
MET-001300,TheftDetect-v2.1,2.1.5,2024-07-15,recall,0.6554,57576,2024-05-15,0.0956,False,Stable performance
MET-001301,TheftDetect-v2.1,2.1.5,2024-07-15,auc_roc,0.9016,57576,2024-05-15,0.0956,False,Stable performance
MET-001302,TheftDetect-v2.1,2.1.5,2024-07-15,rmse,1.9878,57576,2024-05-15,0.0956,False,Stable performance
MET-001303,TheftDetect-v2.1,2.1.5,2024-07-15,coverage,0.844,57576,2024-05-15,0.0956,False,Stable performance
MET-001304,TheftDetect-v2.1,2.1.5,2024-07-15,latency_p99,128.679,57576,2024-05-15,0.0956,False,Stable performance
MET-001305,TheftDetect-v2.1,2.1.5,2024-07-15,false_positive_rate,0.1326,57576,2024-05-15,0.0956,False,Stable performance
MET-001306,LSTM-v2,2.1.0,2024-07-22,mape_pct,0.0425,56913,2024-05-30,0.153,False,Stable performance
MET-001307,LSTM-v2,2.1.0,2024-07-22,f1_score,0.7616,56913,2024-05-30,0.153,False,Stable performance
MET-001308,LSTM-v2,2.1.0,2024-07-22,precision,0.793,56913,2024-05-30,0.153,False,Stable performance
MET-001309,LSTM-v2,2.1.0,2024-07-22,recall,0.6698,56913,2024-05-30,0.153,False,Stable performance
MET-001310,LSTM-v2,2.1.0,2024-07-22,auc_roc,0.891,56913,2024-05-30,0.153,False,Stable performance
MET-001311,LSTM-v2,2.1.0,2024-07-22,rmse,2.4129,56913,2024-05-30,0.153,False,Stable performance
MET-001312,LSTM-v2,2.1.0,2024-07-22,coverage,0.8513,56913,2024-05-30,0.153,False,Stable performance
MET-001313,LSTM-v2,2.1.0,2024-07-22,latency_p99,156.4213,56913,2024-05-30,0.153,False,Stable performance
MET-001314,LSTM-v2,2.1.0,2024-07-22,false_positive_rate,0.1287,56913,2024-05-30,0.153,False,Stable performance
MET-001315,XGBoost-v3,3.2.1,2024-07-22,mape_pct,0.0461,57272,2024-05-21,0.1133,False,Stable performance
MET-001316,XGBoost-v3,3.2.1,2024-07-22,f1_score,0.7543,57272,2024-05-21,0.1133,False,Stable performance
MET-001317,XGBoost-v3,3.2.1,2024-07-22,precision,0.8031,57272,2024-05-21,0.1133,False,Stable performance
MET-001318,XGBoost-v3,3.2.1,2024-07-22,recall,0.6929,57272,2024-05-21,0.1133,False,Stable performance
MET-001319,XGBoost-v3,3.2.1,2024-07-22,auc_roc,0.8914,57272,2024-05-21,0.1133,False,Stable performance
MET-001320,XGBoost-v3,3.2.1,2024-07-22,rmse,2.2706,57272,2024-05-21,0.1133,False,Stable performance
MET-001321,XGBoost-v3,3.2.1,2024-07-22,coverage,0.8575,57272,2024-05-21,0.1133,False,Stable performance
MET-001322,XGBoost-v3,3.2.1,2024-07-22,latency_p99,155.255,57272,2024-05-21,0.1133,False,Stable performance
MET-001323,XGBoost-v3,3.2.1,2024-07-22,false_positive_rate,0.1067,57272,2024-05-21,0.1133,False,Stable performance
MET-001324,TFT-v1,1.0.0,2024-07-22,mape_pct,0.037,56830,2024-06-07,0.0996,False,Stable performance
MET-001325,TFT-v1,1.0.0,2024-07-22,f1_score,0.7532,56830,2024-06-07,0.0996,False,Stable performance
MET-001326,TFT-v1,1.0.0,2024-07-22,precision,0.791,56830,2024-06-07,0.0996,False,Stable performance
MET-001327,TFT-v1,1.0.0,2024-07-22,recall,0.686,56830,2024-06-07,0.0996,False,Stable performance
MET-001328,TFT-v1,1.0.0,2024-07-22,auc_roc,0.8998,56830,2024-06-07,0.0996,False,Stable performance
MET-001329,TFT-v1,1.0.0,2024-07-22,rmse,2.3516,56830,2024-06-07,0.0996,False,Stable performance
MET-001330,TFT-v1,1.0.0,2024-07-22,coverage,0.8597,56830,2024-06-07,0.0996,False,Stable performance
MET-001331,TFT-v1,1.0.0,2024-07-22,latency_p99,146.074,56830,2024-06-07,0.0996,False,Stable performance
MET-001332,TFT-v1,1.0.0,2024-07-22,false_positive_rate,0.1246,56830,2024-06-07,0.0996,False,Stable performance
MET-001333,Ensemble-v4,4.1.0,2024-07-22,mape_pct,0.0403,57406,2024-06-06,0.1206,False,Stable performance
MET-001334,Ensemble-v4,4.1.0,2024-07-22,f1_score,0.7294,57406,2024-06-06,0.1206,False,Stable performance
MET-001335,Ensemble-v4,4.1.0,2024-07-22,precision,0.8097,57406,2024-06-06,0.1206,False,Stable performance
MET-001336,Ensemble-v4,4.1.0,2024-07-22,recall,0.6692,57406,2024-06-06,0.1206,False,Stable performance
MET-001337,Ensemble-v4,4.1.0,2024-07-22,auc_roc,0.8805,57406,2024-06-06,0.1206,False,Stable performance
MET-001338,Ensemble-v4,4.1.0,2024-07-22,rmse,2.3871,57406,2024-06-06,0.1206,False,Stable performance
MET-001339,Ensemble-v4,4.1.0,2024-07-22,coverage,0.8486,57406,2024-06-06,0.1206,False,Stable performance
MET-001340,Ensemble-v4,4.1.0,2024-07-22,latency_p99,116.9916,57406,2024-06-06,0.1206,False,Stable performance
MET-001341,Ensemble-v4,4.1.0,2024-07-22,false_positive_rate,0.118,57406,2024-06-06,0.1206,False,Stable performance
MET-001342,TheftDetect-v2.1,2.1.5,2024-07-22,mape_pct,0.0407,57796,2024-05-22,0.1005,False,Stable performance
MET-001343,TheftDetect-v2.1,2.1.5,2024-07-22,f1_score,0.7667,57796,2024-05-22,0.1005,False,Stable performance
MET-001344,TheftDetect-v2.1,2.1.5,2024-07-22,precision,0.811,57796,2024-05-22,0.1005,False,Stable performance
MET-001345,TheftDetect-v2.1,2.1.5,2024-07-22,recall,0.6848,57796,2024-05-22,0.1005,False,Stable performance
MET-001346,TheftDetect-v2.1,2.1.5,2024-07-22,auc_roc,0.8976,57796,2024-05-22,0.1005,False,Stable performance
MET-001347,TheftDetect-v2.1,2.1.5,2024-07-22,rmse,2.4804,57796,2024-05-22,0.1005,False,Stable performance
MET-001348,TheftDetect-v2.1,2.1.5,2024-07-22,coverage,0.8576,57796,2024-05-22,0.1005,False,Stable performance
MET-001349,TheftDetect-v2.1,2.1.5,2024-07-22,latency_p99,140.7525,57796,2024-05-22,0.1005,False,Stable performance
MET-001350,TheftDetect-v2.1,2.1.5,2024-07-22,false_positive_rate,0.1338,57796,2024-05-22,0.1005,False,Stable performance
MET-001351,LSTM-v2,2.1.0,2024-07-29,mape_pct,0.0406,57133,2024-06-06,0.11,False,Stable performance
MET-001352,LSTM-v2,2.1.0,2024-07-29,f1_score,0.7213,57133,2024-06-06,0.11,False,Stable performance
MET-001353,LSTM-v2,2.1.0,2024-07-29,precision,0.7956,57133,2024-06-06,0.11,False,Stable performance
MET-001354,LSTM-v2,2.1.0,2024-07-29,recall,0.7041,57133,2024-06-06,0.11,False,Stable performance
MET-001355,LSTM-v2,2.1.0,2024-07-29,auc_roc,0.8983,57133,2024-06-06,0.11,False,Stable performance
MET-001356,LSTM-v2,2.1.0,2024-07-29,rmse,2.2781,57133,2024-06-06,0.11,False,Stable performance
MET-001357,LSTM-v2,2.1.0,2024-07-29,coverage,0.8592,57133,2024-06-06,0.11,False,Stable performance
MET-001358,LSTM-v2,2.1.0,2024-07-29,latency_p99,144.0982,57133,2024-06-06,0.11,False,Stable performance
MET-001359,LSTM-v2,2.1.0,2024-07-29,false_positive_rate,0.1219,57133,2024-06-06,0.11,False,Stable performance
MET-001360,XGBoost-v3,3.2.1,2024-07-29,mape_pct,0.0382,57492,2024-05-28,0.1206,False,Stable performance
MET-001361,XGBoost-v3,3.2.1,2024-07-29,f1_score,0.7526,57492,2024-05-28,0.1206,False,Stable performance
MET-001362,XGBoost-v3,3.2.1,2024-07-29,precision,0.7882,57492,2024-05-28,0.1206,False,Stable performance
MET-001363,XGBoost-v3,3.2.1,2024-07-29,recall,0.6874,57492,2024-05-28,0.1206,False,Stable performance
MET-001364,XGBoost-v3,3.2.1,2024-07-29,auc_roc,0.8904,57492,2024-05-28,0.1206,False,Stable performance
MET-001365,XGBoost-v3,3.2.1,2024-07-29,rmse,2.1828,57492,2024-05-28,0.1206,False,Stable performance
MET-001366,XGBoost-v3,3.2.1,2024-07-29,coverage,0.8495,57492,2024-05-28,0.1206,False,Stable performance
MET-001367,XGBoost-v3,3.2.1,2024-07-29,latency_p99,146.0912,57492,2024-05-28,0.1206,False,Stable performance
MET-001368,XGBoost-v3,3.2.1,2024-07-29,false_positive_rate,0.1196,57492,2024-05-28,0.1206,False,Stable performance
MET-001369,TFT-v1,1.0.0,2024-07-29,mape_pct,0.0409,57050,2024-06-14,0.107,False,Stable performance
MET-001370,TFT-v1,1.0.0,2024-07-29,f1_score,0.7733,57050,2024-06-14,0.107,False,Stable performance
MET-001371,TFT-v1,1.0.0,2024-07-29,precision,0.7704,57050,2024-06-14,0.107,False,Stable performance
MET-001372,TFT-v1,1.0.0,2024-07-29,recall,0.684,57050,2024-06-14,0.107,False,Stable performance
MET-001373,TFT-v1,1.0.0,2024-07-29,auc_roc,0.8933,57050,2024-06-14,0.107,False,Stable performance
MET-001374,TFT-v1,1.0.0,2024-07-29,rmse,2.1751,57050,2024-06-14,0.107,False,Stable performance
MET-001375,TFT-v1,1.0.0,2024-07-29,coverage,0.846,57050,2024-06-14,0.107,False,Stable performance
MET-001376,TFT-v1,1.0.0,2024-07-29,latency_p99,134.8876,57050,2024-06-14,0.107,False,Stable performance
MET-001377,TFT-v1,1.0.0,2024-07-29,false_positive_rate,0.1355,57050,2024-06-14,0.107,False,Stable performance
MET-001378,Ensemble-v4,4.1.0,2024-07-29,mape_pct,0.0455,57626,2024-06-13,0.1066,False,Stable performance
MET-001379,Ensemble-v4,4.1.0,2024-07-29,f1_score,0.7627,57626,2024-06-13,0.1066,False,Stable performance
MET-001380,Ensemble-v4,4.1.0,2024-07-29,precision,0.8032,57626,2024-06-13,0.1066,False,Stable performance
MET-001381,Ensemble-v4,4.1.0,2024-07-29,recall,0.67,57626,2024-06-13,0.1066,False,Stable performance
MET-001382,Ensemble-v4,4.1.0,2024-07-29,auc_roc,0.9091,57626,2024-06-13,0.1066,False,Stable performance
MET-001383,Ensemble-v4,4.1.0,2024-07-29,rmse,2.448,57626,2024-06-13,0.1066,False,Stable performance
MET-001384,Ensemble-v4,4.1.0,2024-07-29,coverage,0.8422,57626,2024-06-13,0.1066,False,Stable performance
MET-001385,Ensemble-v4,4.1.0,2024-07-29,latency_p99,130.7617,57626,2024-06-13,0.1066,False,Stable performance
MET-001386,Ensemble-v4,4.1.0,2024-07-29,false_positive_rate,0.1355,57626,2024-06-13,0.1066,False,Stable performance
MET-001387,TheftDetect-v2.1,2.1.5,2024-07-29,mape_pct,0.0426,58016,2024-05-29,0.1434,False,Stable performance
MET-001388,TheftDetect-v2.1,2.1.5,2024-07-29,f1_score,0.733,58016,2024-05-29,0.1434,False,Stable performance
MET-001389,TheftDetect-v2.1,2.1.5,2024-07-29,precision,0.7951,58016,2024-05-29,0.1434,False,Stable performance
MET-001390,TheftDetect-v2.1,2.1.5,2024-07-29,recall,0.6936,58016,2024-05-29,0.1434,False,Stable performance
MET-001391,TheftDetect-v2.1,2.1.5,2024-07-29,auc_roc,0.8932,58016,2024-05-29,0.1434,False,Stable performance
MET-001392,TheftDetect-v2.1,2.1.5,2024-07-29,rmse,2.2128,58016,2024-05-29,0.1434,False,Stable performance
MET-001393,TheftDetect-v2.1,2.1.5,2024-07-29,coverage,0.8494,58016,2024-05-29,0.1434,False,Stable performance
MET-001394,TheftDetect-v2.1,2.1.5,2024-07-29,latency_p99,155.208,58016,2024-05-29,0.1434,False,Stable performance
MET-001395,TheftDetect-v2.1,2.1.5,2024-07-29,false_positive_rate,0.1348,58016,2024-05-29,0.1434,False,Stable performance
MET-001396,LSTM-v2,2.1.0,2024-08-05,mape_pct,0.0469,57353,2024-06-13,0.1535,False,Stable performance
